date,contract,contract_month,session,open,high,low,last,change,change_percent,volume,settlement_price,open_interest,best_bid,best_ask,historical_high,historical_low
2025-09-02,TX,202606,Regular,23848,23932,23788,23788,-60,-0.25,4,23814,67,23788,23840,24250,20819
2025-09-02,TX,202606,After-Hours,,,,,,,0,,,23881,23952,24250,20819
2025-09-03,TX,202509,Regular,23966,24083,23888,23997,25,0.1,57816,23997,78405,23994,23997,24496,16850
2025-09-03,TX,202509,After-Hours,24009,24022,23691,23940,-32,-0.13,69586,,,23940,23942,24496,16850
2025-09-03,TX,202510,Regular,23969,24083,23888,24000,34,0.14,620,24000,1879,23995,24000,24486,22803
2025-09-03,TX,202510,After-Hours,24018,24018,23700,23956,-10,-0.04,1608,,,23937,23943,24486,22803
2025-09-03,TX,202511,Regular,23980,24059,23933,24016,33,0.14,20,24016,115,24005,24013,24458,23736
2025-09-03,TX,202511,After-Hours,24025,24025,23744,23960,-23,-0.1,50,,,23948,23959,24458,23736
2025-09-03,TX,202512,Regular,23962,24038,23957,23983,44,0.18,17,23983,882,23983,23991,24400,16873
2025-09-03,TX,202512,After-Hours,23954,23954,23700,23884,-55,-0.23,75,,,23923,23941,24400,16873
2025-09-03,TX,202603,Regular,23957,23967,23957,23967,88,0.37,2,23938,308,23934,23943,24275,17068
2025-09-03,TX,202603,After-Hours,23850,23850,23730,23835,-44,-0.18,20,,,23869,23897,24275,17068
2025-09-03,TX,202606,Regular,,,,,,,0,23878,67,23854,23903,24250,20819
2025-09-03,TX,202606,After-Hours,23750,23750,23750,23750,-64,-0.27,1,,,23790,23810,24250,20819
2025-09-04,TX,202509,Regular,24195,24365,24113,24132,135,0.56,78433,24130,77307,24131,24132,24496,16850
2025-09-04,TX,202509,After-Hours,24020,24188,23977,24129,132,0.55,46166,,,24126,24130,24496,16850
2025-09-04,TX,202510,Regular,24200,24357,24116,24129,129,0.54,1385,24129,2105,24128,24130,24486,22803
2025-09-04,TX,202510,After-Hours,24017,24190,23983,24121,121,0.5,735,,,24126,24134,24486,22803
2025-09-04,TX,202511,Regular,24240,24350,24131,24131,115,0.48,37,24142,110,24140,24145,24458,23736
2025-09-04,TX,202511,After-Hours,24085,24176,24056,24056,40,0.17,21,,,24137,24146,24458,23736
2025-09-04,TX,202512,Regular,24211,24299,24110,24110,127,0.53,31,24120,897,24117,24123,24400,16873
2025-09-04,TX,202512,After-Hours,24018,24158,23998,24005,22,0.09,18,,,24113,24124,24400,16873
2025-09-04,TX,202603,Regular,24202,24224,24068,24068,130,0.54,11,24068,312,24069,24076,24275,17068
2025-09-04,TX,202603,After-Hours,24031,24072,23958,23958,20,0.08,4,,,24064,24080,24275,17068
2025-09-04,TX,202606,Regular,24097,24097,24071,24071,193,0.81,8,24003,61,23981,24025,24250,20819
2025-09-04,TX,202606,After-Hours,23970,23970,23970,23970,92,0.39,1,,,23986,24044,24250,20819
2025-09-05,TX,202509,Regular,24363,24429,24286,24419,289,1.2,55821,24424,77754,24416,24419,24496,16850
2025-09-05,TX,202509,After-Hours,24125,24338,24120,24335,205,0.85,34319,,,24322,24334,24496,16850
2025-09-05,TX,202510,Regular,24365,24421,24282,24412,283,1.17,1209,24418,2587,24407,24413,24486,22803
2025-09-05,TX,202510,After-Hours,24125,24333,24125,24330,201,0.83,461,,,24317,24332,24486,22803
2025-09-05,TX,202511,Regular,24378,24415,24289,24415,273,1.13,41,24415,115,24408,24415,24458,23736
2025-09-05,TX,202511,After-Hours,24127,24334,24127,24327,185,0.77,13,,,24319,24336,24458,23736
2025-09-05,TX,202512,Regular,24357,24400,24279,24400,280,1.16,13,24400,897,24386,24393,24400,16873
2025-09-05,TX,202512,After-Hours,24140,24261,24140,24261,141,0.58,7,,,24302,24319,24400,16873
2025-09-05,TX,202603,Regular,24266,24349,24245,24349,281,1.17,6,24340,312,24337,24343,24349,17068
2025-09-05,TX,202603,After-Hours,24109,24109,24109,24109,41,0.17,1,,,24255,24276,24275,17068
2025-09-05,TX,202606,Regular,24256,24277,24256,24277,274,1.14,3,24277,63,24266,24299,24277,20819
2025-09-05,TX,202606,After-Hours,,,,,,,0,,,24167,24238,24250,20819
2025-09-08,TX,202509,Regular,24588,24674,24518,24551,127,0.52,58765,24556,77312,24549,24553,24674,16850
2025-09-08,TX,202509,After-Hours,24440,24549,24288,24478,54,0.22,61197,,,24475,24478,24549,16850
2025-09-08,TX,202510,Regular,24570,24660,24509,24543,125,0.51,1231,24545,2908,24542,24546,24660,22803
2025-09-08,TX,202510,After-Hours,24425,24538,24288,24467,49,0.2,1518,,,24467,24474,24538,22803
2025-09-08,TX,202511,Regular,24583,24638,24523,24552,137,0.56,32,24552,123,24539,24547,24638,23736
2025-09-08,TX,202511,After-Hours,24425,24533,24300,24500,85,0.35,45,,,24469,24478,24533,23736
2025-09-08,TX,202512,Regular,24590,24639,24493,24562,162,0.66,16,24515,908,24512,24519,24639,16873
2025-09-08,TX,202512,After-Hours,24473,24518,24270,24484,84,0.34,21,,,24447,24457,24518,16873
2025-09-08,TX,202603,Regular,24537,24537,24489,24489,149,0.61,4,24470,316,24466,24474,24537,17068
2025-09-08,TX,202603,After-Hours,24336,24441,24227,24337,-3,-0.01,6,,,24395,24410,24441,17068
2025-09-08,TX,202606,Regular,24506,24512,24475,24475,198,0.82,4,24421,66,24409,24433,24512,20819
2025-09-08,TX,202606,After-Hours,,,,,,,0,,,24325,24363,24277,20819
2025-09-09,TX,202509,Regular,24725,24838,24660,24802,246,1,56977,24803,79446,24803,24805,24838,16850
2025-09-09,TX,202509,After-Hours,24570,24720,24562,24712,156,0.64,25001,,,24709,24714,24720,16850
2025-09-09,TX,202510,Regular,24702,24822,24652,24788,243,0.99,2050,24784,3976,24786,24789,24822,22803
2025-09-09,TX,202510,After-Hours,24552,24710,24552,24698,153,0.62,600,,,24695,24704,24710,22803
2025-09-09,TX,202511,Regular,24700,24811,24660,24783,231,0.94,115,24783,169,24782,24788,24811,23736
2025-09-09,TX,202511,After-Hours,24575,24700,24575,24700,148,0.6,37,,,24696,24706,24700,23736
2025-09-09,TX,202512,Regular,24668,24772,24620,24742,227,0.93,20,24742,913,24742,24746,24772,16873
2025-09-09,TX,202512,After-Hours,24558,24679,24558,24679,164,0.67,6,,,24661,24676,24679,16873
2025-09-09,TX,202603,Regular,24646,24660,24586,24607,137,0.56,19,24693,325,24690,24697,24660,17068
2025-09-09,TX,202603,After-Hours,24568,24568,24540,24540,70,0.29,2,,,24614,24628,24568,17068
2025-09-09,TX,202606,Regular,24562,24562,24561,24561,140,0.57,3,24646,67,24633,24660,24562,20819
2025-09-09,TX,202606,After-Hours,24470,24470,24470,24470,49,0.2,1,,,24564,24594,24512,20819
2025-09-10,TX,202509,Regular,24970,25244,24961,25178,375,1.51,70661,25176,81079,25172,25178,25244,16850
2025-09-10,TX,202509,After-Hours,24809,24977,24750,24977,174,0.7,40441,,,24975,24977,24977,16850
2025-09-10,TX,202510,Regular,24942,25220,24942,25148,364,1.47,2828,25152,5583,25149,25156,25220,22803
2025-09-10,TX,202510,After-Hours,24787,24962,24742,24962,178,0.72,1144,,,24962,24964,24962,22803
2025-09-10,TX,202511,Regular,24963,25200,24959,25130,347,1.4,111,25150,172,25145,25156,25200,23736
2025-09-10,TX,202511,After-Hours,24783,24954,24736,24954,171,0.69,67,,,24954,24957,24954,23736
2025-09-10,TX,202512,Regular,24928,25140,24928,25113,371,1.5,101,25113,991,25109,25119,25140,16873
2025-09-10,TX,202512,After-Hours,24766,24894,24700,24890,148,0.6,27,,,24911,24919,24894,16873
2025-09-10,TX,202603,Regular,24900,25102,24900,25062,369,1.49,32,25062,332,25053,25064,25102,17068
2025-09-10,TX,202603,After-Hours,24716,24850,24716,24832,139,0.56,15,,,24864,24874,24850,17068
2025-09-10,TX,202606,Regular,,,,,,,0,25013,67,24993,25033,24562,20819
2025-09-10,TX,202606,After-Hours,,,,,,,0,,,24815,24837,24562,20819
2025-09-11,TX,202509,Regular,25386,25464,25176,25240,64,0.25,73339,25233,80304,25234,25239,25475,16850
2025-09-11,TX,202509,After-Hours,25193,25475,25165,25361,185,0.73,50263,,,25358,25363,25475,16850
2025-09-11,TX,202510,Regular,25382,25450,25168,25226,74,0.29,3366,25225,6908,25224,25230,25453,22803
2025-09-11,TX,202510,After-Hours,25171,25453,25150,25350,198,0.79,2220,,,25342,25351,25453,22803
2025-09-11,TX,202511,Regular,25358,25439,25180,25219,69,0.27,85,25228,171,25224,25233,25440,23736
2025-09-11,TX,202511,After-Hours,25162,25440,25162,25341,191,0.76,136,,,25336,25348,25440,23736
2025-09-11,TX,202512,Regular,25325,25399,25174,25182,69,0.27,41,25195,982,25190,25200,25399,16873
2025-09-11,TX,202512,After-Hours,25172,25389,25133,25233,120,0.48,49,,,25298,25308,25389,16873
2025-09-11,TX,202603,Regular,25268,25354,25120,25126,64,0.26,55,25137,336,25134,25140,25354,17068
2025-09-11,TX,202603,After-Hours,25084,25318,25084,25302,240,0.96,34,,,25245,25259,25318,17068
2025-09-11,TX,202606,Regular,25235,25279,25073,25073,60,0.24,6,25098,64,25082,25114,25279,20819
2025-09-11,TX,202606,After-Hours,25141,25267,25129,25267,254,1.02,4,,,25190,25228,25267,20819
2025-09-12,TX,202509,Regular,25418,25466,25350,25459,226,0.9,55444,25458,73194,25463,25466,25475,16850
2025-09-12,TX,202509,After-Hours,25259,25446,25255,25409,176,0.7,39455,,,25400,25410,25475,16850
2025-09-12,TX,202510,Regular,25409,25475,25359,25475,250,0.99,8427,25469,12614,25472,25476,25475,22803
2025-09-12,TX,202510,After-Hours,25250,25435,25250,25393,168,0.67,1228,,,25390,25400,25453,22803
2025-09-12,TX,202511,Regular,25410,25463,25384,25462,234,0.93,35,25462,167,25469,25477,25463,23736
2025-09-12,TX,202511,After-Hours,25235,25435,25235,25405,177,0.7,72,,,25391,25407,25440,23736
2025-09-12,TX,202512,Regular,25406,25437,25337,25437,242,0.96,76,25437,1017,25438,25442,25437,16873
2025-09-12,TX,202512,After-Hours,25229,25397,25229,25396,201,0.8,24,,,25361,25377,25399,16873
2025-09-12,TX,202603,Regular,25320,25370,25320,25360,223,0.89,67,25377,341,25375,25379,25370,17068
2025-09-12,TX,202603,After-Hours,25210,25296,25210,25260,123,0.49,6,,,25306,25322,25354,17068
2025-09-12,TX,202606,Regular,,,,,,,0,25349,63,25328,25370,25279,20819
2025-09-12,TX,202606,After-Hours,25178,25178,25178,25178,80,0.32,1,,,25253,25295,25279,20819
2025-09-15,TX,202509,Regular,25404,25450,25269,25353,-105,-0.41,89375,25347,40730,25350,25353,25475,16850
2025-09-15,TX,202509,After-Hours,25428,25439,25319,25378,-80,-0.31,29673,,,25376,25383,25475,16850
2025-09-15,TX,202510,Regular,25434,25466,25283,25361,-108,-0.42,40286,25358,40054,25360,25363,25475,22803
2025-09-15,TX,202510,After-Hours,25455,25455,25338,25399,-70,-0.27,1944,,,25396,25399,25475,22803
2025-09-15,TX,202511,Regular,25442,25467,25325,25365,-97,-0.38,42,25365,174,25367,25373,25467,23736
2025-09-15,TX,202511,After-Hours,25440,25441,25370,25428,-34,-0.13,56,,,25399,25411,25463,23736
2025-09-15,TX,202512,Regular,25429,25430,25266,25329,-108,-0.42,34,25341,990,25338,25345,25437,16873
2025-09-15,TX,202512,After-Hours,25358,25397,25308,25373,-64,-0.25,6,,,25366,25391,25437,16873
2025-09-15,TX,202603,Regular,25348,25348,25190,25251,-126,-0.5,105,25264,388,25261,25267,25370,17068
2025-09-15,TX,202603,After-Hours,25282,25332,25250,25301,-76,-0.3,43,,,25293,25301,25370,17068
2025-09-15,TX,202606,Regular,25288,25288,25288,25288,-61,-0.24,2,25253,65,25238,25268,25299,20819
2025-09-15,TX,202606,After-Hours,25299,25299,25299,25299,-50,-0.2,2,,,25268,25287,25299,20819
2025-09-16,TX,202509,Regular,25420,25663,25410,25629,282,1.11,76338,25625,20444,25628,25630,25663,16850
2025-09-16,TX,202509,After-Hours,25371,25449,25284,25428,81,0.32,26734,,,25421,25428,25475,16850
2025-09-16,TX,202510,Regular,25439,25665,25416,25639,281,1.11,39771,25635,60971,25637,25640,25665,22803
2025-09-16,TX,202510,After-Hours,25364,25448,25299,25428,70,0.28,3885,,,25424,25432,25475,22803
2025-09-16,TX,202511,Regular,25427,25650,25424,25615,250,0.99,195,25628,272,25624,25632,25650,23736
2025-09-16,TX,202511,After-Hours,25370,25451,25330,25430,65,0.26,36,,,25422,25430,25467,23736
2025-09-16,TX,202512,Regular,25438,25614,25438,25597,256,1.01,143,25595,987,25590,25598,25614,16873
2025-09-16,TX,202512,After-Hours,25351,25397,25324,25397,56,0.22,17,,,25396,25407,25437,16873
2025-09-16,TX,202603,Regular,25337,25545,25337,25528,264,1.04,56,25528,419,25536,25544,25545,17068
2025-09-16,TX,202603,After-Hours,25234,25349,25215,25331,67,0.27,11,,,25324,25338,25370,17068
2025-09-16,TX,202606,Regular,25397,25496,25388,25496,243,0.96,6,25496,68,25488,25523,25496,20819
2025-09-16,TX,202606,After-Hours,,,,,,,0,,,25302,25327,25299,20819
2025-09-17,TX,202509,Regular,25556,25583,25402,25433,-192,-0.75,33006,0,10054,25433,25434,25663,16850
2025-09-17,TX,202509,After-Hours,25620,25649,25504,25554,-71,-0.28,28457,,,25554,25558,25663,16850
2025-09-17,TX,202510,Regular,25575,25596,25441,25470,-165,-0.64,33472,25473,67628,25470,25475,25665,22803
2025-09-17,TX,202510,After-Hours,25616,25662,25527,25578,-57,-0.22,8860,,,25577,25583,25665,22803
2025-09-17,TX,202511,Regular,25583,25587,25448,25473,-155,-0.6,137,25473,259,25473,25479,25660,23736
2025-09-17,TX,202511,After-Hours,25610,25660,25540,25620,-8,-0.03,213,,,25577,25590,25660,23736
2025-09-17,TX,202512,Regular,25537,25561,25435,25453,-142,-0.55,34,25444,998,25440,25448,25623,16873
2025-09-17,TX,202512,After-Hours,25582,25623,25523,25600,5,0.02,63,,,25549,25565,25623,16873
2025-09-17,TX,202603,Regular,25450,25505,25360,25388,-140,-0.55,15,25388,416,25383,25392,25557,17068
2025-09-17,TX,202603,After-Hours,25523,25557,25460,25460,-68,-0.27,27,,,25493,25518,25557,17068
2025-09-17,TX,202606,Regular,25386,25386,25348,25348,-148,-0.58,3,25364,69,25349,25380,25496,20819
2025-09-17,TX,202606,After-Hours,25463,25463,25454,25454,-42,-0.16,7,,,25439,25495,25496,20819
2025-09-18,TX,202510,Regular,25623,25747,25490,25709,236,0.93,60615,25712,71532,25708,25710,25747,22803
2025-09-18,TX,202510,After-Hours,25474,25635,25349,25553,80,0.31,57597,,,25549,25554,25665,22803
2025-09-18,TX,202511,Regular,25608,25733,25493,25706,233,0.91,874,25706,597,25701,25707,25733,23736
2025-09-18,TX,202511,After-Hours,25460,25628,25360,25552,79,0.31,601,,,25545,25555,25660,23736
2025-09-18,TX,202512,Regular,25600,25709,25460,25681,237,0.93,138,25681,1005,25673,25679,25709,16873
2025-09-18,TX,202512,After-Hours,25464,25535,25332,25518,74,0.29,64,,,25515,25524,25623,16873
2025-09-18,TX,202603,Regular,25507,25640,25433,25640,252,0.99,15,25621,419,25618,25625,25640,17068
2025-09-18,TX,202603,After-Hours,25450,25500,25300,25330,-58,-0.23,16,,,25461,25475,25557,17068
2025-09-18,TX,202606,Regular,25530,25564,25498,25548,184,0.73,6,25567,72,25548,25586,25564,20819
2025-09-18,TX,202606,After-Hours,25389,25480,25300,25400,36,0.14,10,,,25421,25459,25496,20819
2025-09-18,TX,202609,Regular,25000,25280,24962,25155,277,1.11,45,25161,22,25129,25194,25280,24962
2025-09-19,TX,202510,Regular,25850,25853,25636,25671,-41,-0.16,59278,25670,71778,25670,25674,25888,22803
2025-09-19,TX,202510,After-Hours,25707,25888,25594,25841,129,0.5,68868,,,25836,25841,25888,22803
2025-09-19,TX,202511,Regular,25855,25855,25645,25673,-33,-0.13,675,25675,702,25671,25678,25885,23736
2025-09-19,TX,202511,After-Hours,25709,25885,25601,25833,127,0.49,931,,,25834,25843,25885,23736
2025-09-19,TX,202512,Regular,25821,25821,25614,25641,-40,-0.16,60,25641,1002,25642,25650,25847,16873
2025-09-19,TX,202512,After-Hours,25711,25847,25580,25790,109,0.42,75,,,25802,25812,25847,16873
2025-09-19,TX,202603,Regular,25657,25668,25618,25660,39,0.15,18,25601,421,25597,25605,25796,17068
2025-09-19,TX,202603,After-Hours,25657,25796,25525,25747,126,0.49,12,,,25753,25765,25796,17068
2025-09-19,TX,202606,Regular,,,,,,,0,25548,73,25537,25559,25731,20819
2025-09-19,TX,202606,After-Hours,25625,25731,25550,25592,25,0.1,17,,,25691,25711,25731,20819
2025-09-19,TX,202609,Regular,,,,,,,0,25164,21,25143,25186,25324,24962
2025-09-19,TX,202609,After-Hours,25324,25324,25324,25324,163,0.65,2,,,25285,25343,25324,24962
2025-09-22,TX,202510,Regular,25756,25941,25689,25891,221,0.86,57516,25893,72252,25892,25895,25941,22803
2025-09-22,TX,202510,After-Hours,25667,25757,25642,25737,67,0.26,29239,,,25736,25739,25888,22803
2025-09-22,TX,202511,Regular,25763,25942,25703,25892,217,0.85,771,25892,831,25894,25900,25942,23736
2025-09-22,TX,202511,After-Hours,25664,25755,25645,25752,77,0.3,282,,,25739,25745,25885,23736
2025-09-22,TX,202512,Regular,25720,25900,25669,25873,232,0.9,92,25868,1000,25865,25871,25900,16873
2025-09-22,TX,202512,After-Hours,25649,25720,25623,25715,74,0.29,28,,,25707,25715,25847,16873
2025-09-22,TX,202603,Regular,25722,25850,25722,25818,217,0.85,70,25818,473,25819,25827,25850,17068
2025-09-22,TX,202603,After-Hours,25630,25630,25602,25602,1,0,5,,,25660,25669,25796,17068
2025-09-22,TX,202606,Regular,25548,,,25548,0,0,10,25771,80,25763,25782,25731,20819
2025-09-22,TX,202606,After-Hours,25550,25620,25550,25620,72,0.28,2,,,25602,25623,25731,20819
2025-09-22,TX,202609,Regular,25404,25404,25404,25404,240,0.95,5,25394,22,25377,25411,25404,24962
2025-09-22,TX,202609,After-Hours,,,,,,,0,,,25206,25256,25324,24962
2025-09-23,TX,202510,Regular,26058,26328,26023,26273,380,1.47,77069,26263,73045,26269,26273,26328,22803
2025-09-23,TX,202510,After-Hours,25864,26106,25792,26070,177,0.68,40600,,,26063,26070,26106,22803
2025-09-23,TX,202511,Regular,26062,26329,26030,26272,380,1.47,1434,26271,1016,26272,26280,26329,23736
2025-09-23,TX,202511,After-Hours,25873,26110,25800,26066,174,0.67,570,,,26065,26076,26110,23736
2025-09-23,TX,202512,Regular,26031,26298,26022,26203,335,1.3,102,26244,1016,26241,26248,26298,16873
2025-09-23,TX,202512,After-Hours,25833,26077,25787,26036,168,0.65,59,,,26036,26048,26077,16873
2025-09-23,TX,202603,Regular,26015,26185,25995,26185,367,1.42,97,26201,531,26197,26205,26185,17068
2025-09-23,TX,202603,After-Hours,25750,25985,25750,25985,167,0.65,8,,,25995,26006,25985,17068
2025-09-23,TX,202606,Regular,26005,26095,26005,26079,308,1.2,85,26153,149,26148,26158,26095,20819
2025-09-23,TX,202606,After-Hours,25984,25985,25984,25985,214,0.83,6,,,25947,25960,25985,20819
2025-09-23,TX,202609,Regular,,,,,,,0,25778,22,25762,25795,25404,24962
2025-09-23,TX,202609,After-Hours,,,,,,,0,,,25553,25601,25404,24962
2025-09-24,TX,202510,Regular,26376,26393,26072,26237,-26,-0.1,71446,26234,70919,26236,26238,26544,22803
2025-09-24,TX,202510,After-Hours,26263,26544,26245,26416,153,0.58,58787,,,26405,26420,26544,22803
2025-09-24,TX,202511,Regular,26390,26392,26087,26245,-26,-0.1,789,26245,976,26247,26250,26545,23736
2025-09-24,TX,202511,After-Hours,26265,26545,26254,26396,125,0.48,1117,,,26410,26429,26545,23736
2025-09-24,TX,202512,Regular,26349,26349,26067,26228,-16,-0.06,70,26228,1041,26227,26233,26500,16873
2025-09-24,TX,202512,After-Hours,26265,26500,26265,26343,99,0.38,85,,,26386,26405,26500,16873
2025-09-24,TX,202603,Regular,26089,26165,26020,26155,-46,-0.18,16,26169,527,26167,26171,26411,17068
2025-09-24,TX,202603,After-Hours,26200,26411,26195,26250,49,0.19,43,,,26331,26351,26411,17068
2025-09-24,TX,202606,Regular,26277,26277,25992,26120,-33,-0.13,24,26120,160,26119,26123,26350,20819
2025-09-24,TX,202606,After-Hours,26350,26350,26350,26350,197,0.75,2,,,26283,26303,26350,20819
2025-09-24,TX,202609,Regular,25778,,,25778,0,0,9,25774,31,25754,25794,25404,24962
2025-09-24,TX,202609,After-Hours,,,,,,,0,,,25901,25966,25404,24962
2025-09-25,TX,202510,Regular,26191,26283,26087,26097,-137,-0.52,55994,26095,69269,26097,26101,26544,22803
2025-09-25,TX,202510,After-Hours,26231,26296,26108,26198,-36,-0.14,37964,,,26194,26205,26544,22803
2025-09-25,TX,202511,Regular,26195,26293,26105,26111,-134,-0.51,701,26111,1158,26112,26119,26545,23736
2025-09-25,TX,202511,After-Hours,26253,26306,26123,26233,-12,-0.05,568,,,26208,26224,26545,23736
2025-09-25,TX,202512,Regular,26177,26236,26093,26093,-135,-0.51,28,26093,1043,26096,26103,26500,16873
2025-09-25,TX,202512,After-Hours,26195,26270,26111,26211,-17,-0.06,36,,,26189,26204,26500,16873
2025-09-25,TX,202603,Regular,26111,26162,26049,26049,-120,-0.46,15,26049,529,26047,26059,26411,17068
2025-09-25,TX,202603,After-Hours,26162,26172,26070,26070,-99,-0.38,9,,,26129,26146,26411,17068
2025-09-25,TX,202606,Regular,26072,26076,25989,25989,-131,-0.5,23,25989,157,25990,25995,26350,20819
2025-09-25,TX,202606,After-Hours,26138,26138,26138,26138,18,0.07,5,,,26077,26090,26350,20819
2025-09-25,TX,202609,Regular,,,,,,,0,25660,32,25632,25688,25688,24962
2025-09-25,TX,202609,After-Hours,25688,25688,25688,25688,-86,-0.33,1,,,25714,25777,25688,24962
2025-09-26,TX,202510,Regular,25944,25991,25500,25669,-426,-1.63,95718,25660,68993,25665,25668,26544,22803
2025-09-26,TX,202510,After-Hours,26065,26094,25845,26012,-83,-0.32,58688,,,26013,26026,26544,22803
2025-09-26,TX,202511,Regular,25960,26006,25540,25695,-416,-1.59,1477,25695,1490,25685,25691,26545,23736
2025-09-26,TX,202511,After-Hours,26080,26108,25870,26040,-71,-0.27,719,,,26028,26046,26545,23736
2025-09-26,TX,202512,Regular,25964,25977,25519,25666,-427,-1.64,302,25666,925,25663,25670,26500,16873
2025-09-26,TX,202512,After-Hours,26053,26070,25855,26026,-67,-0.26,109,,,26017,26035,26500,16873
2025-09-26,TX,202603,Regular,25837,25837,25550,25640,-409,-1.57,74,25641,533,25643,25651,26411,17068
2025-09-26,TX,202603,After-Hours,25980,26020,25830,25995,-54,-0.21,37,,,25969,25999,26411,17068
2025-09-26,TX,202606,Regular,25773,25773,25507,25599,-390,-1.5,45,25613,177,25609,25618,26350,20819
2025-09-26,TX,202606,After-Hours,25933,25933,25834,25919,-70,-0.27,19,,,25915,25942,26350,20819
2025-09-26,TX,202609,Regular,25270,25300,25270,25300,-360,-1.4,3,25300,35,25272,25329,25688,24962
2025-09-26,TX,202609,After-Hours,25660,,,25660,0,0,1,,,25568,25661,25688,24962
2025-09-30,TX,202510,Regular,25800,26046,25797,25954,294,1.15,58862,25953,68612,25954,25957,26544,22803
2025-09-30,TX,202510,After-Hours,25650,25792,25566,25742,82,0.32,45532,,,25741,25748,26544,22803
2025-09-30,TX,202511,Regular,25798,26056,25798,25968,273,1.06,825,25967,1632,25965,25970,26545,23736
2025-09-30,TX,202511,After-Hours,25660,25808,25596,25757,62,0.24,548,,,25756,25766,26545,23736
2025-09-30,TX,202512,Regular,25782,26024,25782,25936,270,1.05,49,25946,911,25943,25950,26500,16873
2025-09-30,TX,202512,After-Hours,25677,25770,25600,25762,96,0.37,51,,,25733,25745,26500,16873
2025-09-30,TX,202603,Regular,25866,25919,25830,25919,278,1.08,43,25919,528,25918,25926,26411,17068
2025-09-30,TX,202603,After-Hours,25663,25735,25637,25735,94,0.37,14,,,25714,25728,26411,17068
2025-09-30,TX,202606,Regular,25827,25938,25827,25937,324,1.26,5,25879,174,25876,25882,26350,20819
2025-09-30,TX,202606,After-Hours,25564,25616,25564,25616,3,0.01,2,,,25677,25692,26350,20819
2025-09-30,TX,202609,Regular,25572,25572,25525,25525,225,0.89,3,25568,38,25544,25592,25688,24962
2025-09-30,TX,202609,After-Hours,25240,25384,25240,25379,79,0.31,3,,,25341,25379,25688,24962
2025-10-01,TX,202510,Regular,26094,26375,26000,26045,92,0.35,77280,26043,68183,26044,26047,26544,22803
2025-10-01,TX,202510,After-Hours,25948,26161,25913,26130,177,0.68,35252,,,26127,26130,26544,22803
2025-10-01,TX,202511,Regular,26118,26382,26024,26061,94,0.36,1102,26061,1655,26062,26068,26545,23736
2025-10-01,TX,202511,After-Hours,25978,26169,25940,26118,151,0.58,320,,,26139,26146,26545,23736
2025-10-01,TX,202512,Regular,26080,26350,26006,26050,104,0.4,109,26050,944,26039,26046,26500,16873
2025-10-01,TX,202512,After-Hours,25935,26109,25927,26067,121,0.47,26,,,26115,26123,26500,16873
2025-10-01,TX,202603,Regular,26060,26252,26001,26001,82,0.32,8,26016,523,26012,26020,26411,17068
2025-10-01,TX,202603,After-Hours,25900,26060,25900,26060,141,0.54,37,,,26086,26095,26411,17068
2025-10-01,TX,202606,Regular,,,,,,,0,25978,174,25974,25983,26350,20819
2025-10-01,TX,202606,After-Hours,,,,,,,0,,,26043,26052,26350,20819
2025-10-01,TX,202609,Regular,25699,25869,25699,25869,301,1.18,3,25657,37,25634,25680,25869,24962
2025-10-01,TX,202609,After-Hours,,,,,,,0,,,25707,25760,25688,24962
2025-10-02,TX,202510,Regular,26459,26527,26381,26431,388,1.49,57057,26424,69805,26428,26432,26544,22803
2025-10-02,TX,202510,After-Hours,25982,26445,25920,26421,378,1.45,51865,,,26420,26424,26544,22803
2025-10-02,TX,202511,Regular,26470,26540,26398,26444,383,1.47,822,26438,1907,26444,26452,26545,23736
2025-10-02,TX,202511,After-Hours,25958,26456,25955,26430,369,1.42,675,,,26431,26439,26545,23736
2025-10-02,TX,202512,Regular,26455,26514,26388,26421,371,1.42,56,26421,938,26421,26429,26514,16873
2025-10-02,TX,202512,After-Hours,25960,26428,25944,26400,350,1.34,70,,,26407,26419,26500,16873
2025-10-02,TX,202603,Regular,26450,26475,26365,26379,363,1.4,30,26399,524,26396,26403,26475,17068
2025-10-02,TX,202603,After-Hours,25922,26405,25922,26405,389,1.5,14,,,26383,26395,26411,17068
2025-10-02,TX,202606,Regular,26428,26428,26428,26428,450,1.73,1,26355,173,26350,26360,26428,20819
2025-10-02,TX,202606,After-Hours,26205,26361,26205,26361,383,1.47,4,,,26338,26352,26361,20819
2025-10-02,TX,202609,Regular,26125,26125,26042,26042,385,1.5,7,26042,38,26013,26062,26125,24962
2025-10-02,TX,202609,After-Hours,25898,26049,25898,26049,392,1.53,2,,,26006,26067,26049,24962
2025-10-03,TX,202510,Regular,26480,26764,26388,26745,321,1.21,68029,26736,71284,26741,26746,26764,22803
2025-10-03,TX,202510,After-Hours,26428,26607,26365,26427,3,0.01,49045,,,26420,26424,26607,22803
2025-10-03,TX,202511,Regular,26472,26780,26415,26760,322,1.22,1360,26756,2412,26757,26766,26780,23736
2025-10-03,TX,202511,After-Hours,26438,26618,26395,26445,7,0.03,852,,,26440,26448,26618,23736
2025-10-03,TX,202512,Regular,26456,26756,26454,26756,335,1.27,71,26740,938,26736,26745,26756,16873
2025-10-03,TX,202512,After-Hours,26416,26584,26383,26429,8,0.03,94,,,26418,26429,26584,16873
2025-10-03,TX,202603,Regular,26449,26723,26434,26715,316,1.2,33,26715,540,26716,26725,26723,17068
