date,contract_month,roll_day,open,high,low,close,adjusted_open,adjusted_high,adjusted_low,adjusted_close,volume,open_interest
2020-02-20,202003,false,11820,11830,11679,11713,8252,8262,8111,8145,137132,74865
2020-02-21,202003,false,11665,11765,11636,11663,8097,8197,8068,8095,139432,75344
2020-02-24,202003,false,11509,11587,11476,11511,7941,8019,7908,7943,136123,79312
2020-02-25,202003,false,11400,11561,11386,11541,7832,7993,7818,7973,148777,81168
2020-02-26,202003,false,11383,11482,11365,11421,7815,7914,7797,7853,162698,80774
2020-02-27,202003,false,11395,11447,11237,11276,7827,7879,7669,7708,168661,82289
2020-03-02,202003,false,11011,11278,11005,11176,7443,7710,7437,7608,203861,85979
2020-03-03,202003,false,11313,11375,11278,11321,7745,7807,7710,7753,165499,81816
2020-03-04,202003,false,11348,11369,11267,11358,7780,7801,7699,7790,142617,83414
2020-03-05,202003,false,11450,11501,11428,11491,7882,7933,7860,7923,112997,88673
2020-03-06,202003,false,11400,11420,11260,11269,7832,7852,7692,7701,154698,86748
2020-03-09,202003,false,10975,11108,10916,10951,7407,7540,7348,7383,213069,85921
2020-03-10,202003,false,10830,10996,10779,10981,7262,7428,7211,7413,209076,83209
2020-03-11,202003,false,10979,11029,10807,10824,7411,7461,7239,7256,183871,83903
2020-03-12,202003,false,10750,10765,10161,10362,7182,7197,6593,6794,331510,91379
2020-03-13,202003,false,9749,10147,9450,10027,6181,6579,5882,6459,348943,94984
2020-03-16,202003,false,9919,10055,9636,9679,6351,6487,6068,6111,260020,70351
2020-03-17,202004,true,9200,9557,9156,9205,5798,6155,5754,5803,66897,75028
2020-03-18,202004,false,9250,9309,8914,8919,5848,5907,5512,5517,127004,93069
2020-03-19,202004,false,8820,8872,8268,8356,5418,5470,4866,4954,307231,104495
2020-03-20,202004,false,8562,9166,8544,9041,5160,5764,5142,5639,266159,97916
2020-03-23,202004,false,8609,8868,8555,8665,5207,5466,5153,5263,180341,102203
2020-03-24,202004,false,8998,9295,8986,9193,5596,5893,5584,5791,179105,93814
2020-03-25,202004,false,9410,9624,9370,9585,6008,6222,5968,6183,209717,84344
2020-03-26,202004,false,9679,9690,9426,9631,6277,6288,6024,6229,190488,81036
2020-03-27,202004,false,9899,9910,9548,9579,6497,6508,6146,6177,187676,80664
2020-03-30,202004,false,9376,9576,9266,9566,5974,6174,5864,6164,164970,82356
2020-03-31,202004,false,9666,9717,9495,9595,6264,6315,6093,6193,142747,83397
2020-04-01,202004,false,9588,9650,9551,9555,6186,6248,6149,6153,116273,83725
2020-04-06,202004,false,9741,9860,9582,9823,6339,6458,6180,6421,146380,82196
2020-04-07,202004,false,9955,10020,9878,9998,6553,6618,6476,6596,137022,81049
2020-04-08,202004,false,9950,10135,9945,10122,6548,6733,6543,6720,130314,80878
2020-04-09,202004,false,10131,10197,10028,10100,6729,6795,6626,6698,135819,80629
2020-04-10,202004,false,10038,10140,10030,10133,6636,6738,6628,6731,74244,79143
2020-04-13,202004,false,10084,10149,10031,10079,6682,6747,6629,6677,124231,57207
2020-04-14,202005,true,10012,10273,10001,10263,6690,6951,6679,6941,46563,61886
2020-04-15,202005,false,10270,10366,10245,10325,6948,7044,6923,7003,54271,69366
2020-04-16,202005,false,10177,10343,10161,10301,6855,7021,6839,6979,117908,74924
2020-04-17,202005,false,10575,10669,10456,10563,7253,7347,7134,7241,159024,74507
2020-04-20,202005,false,10515,10560,10458,10475,7193,7238,7136,7153,95719,76238
2020-04-21,202005,false,10406,10467,10144,10196,7084,7145,6822,6874,185566,84193
2020-04-22,202005,false,10145,10226,10065,10222,6823,6904,6743,6900,140413,81780
2020-04-23,202005,false,10268,10402,10154,10292,6946,7080,6832,6970,167258,80199
2020-04-24,202005,false,10231,10292,10211,10268,6909,6970,6889,6946,104624,80100
2020-04-27,202005,false,10373,10567,10368,10545,7051,7245,7046,7223,123332,83798
2020-04-28,202005,false,10600,10605,10480,10583,7278,7283,7158,7261,110417,82619
2020-04-29,202005,false,10655,10770,10631,10709,7333,7448,7309,7387,114379,84001
2020-04-30,202005,false,10813,10971,10803,10947,7491,7649,7481,7625,115419,82151
2020-05-04,202005,false,10540,10699,10477,10610,7218,7377,7155,7288,133437,79826
2020-05-05,202005,false,10717,10795,10658,10719,7395,7473,7336,7397,110697,79368
2020-05-06,202005,false,10658,10780,10618,10749,7336,7458,7296,7427,123280,79691
2020-05-07,202005,false,10736,10877,10710,10833,7414,7555,7388,7511,116774,81556
2020-05-08,202005,false,10893,10956,10853,10894,7571,7634,7531,7572,106019,81650
2020-05-11,202005,false,10979,11038,10935,10982,7657,7716,7613,7660,93372,81804
2020-05-12,202005,false,10902,10932,10802,10865,7580,7610,7480,7543,117000,80674
2020-05-13,202005,false,10783,10925,10776,10914,7461,7603,7454,7592,103023,80579
2020-05-14,202005,false,10828,10877,10738,10749,7506,7555,7416,7427,128433,79237
2020-05-15,202005,false,10830,10869,10701,10817,7508,7547,7379,7495,135179,68025
2020-05-18,202006,true,10711,10754,10659,10696,7454,7497,7402,7439,31108,51339
2020-05-19,202006,false,10869,10895,10796,10803,7612,7638,7539,7546,35574,64208
2020-05-20,202006,false,10849,10898,10808,10851,7592,7641,7551,7594,57754,75675
2020-05-21,202006,false,10903,11008,10894,10953,7646,7751,7637,7696,116771,80534
2020-05-22,202006,false,10928,10935,10723,10744,7671,7678,7466,7487,137601,82807
2020-05-25,202006,false,10800,10840,10651,10821,7543,7583,7394,7564,120809,78195
2020-05-26,202006,false,10896,11027,10891,10984,7639,7770,7634,7727,106978,82589
2020-05-27,202006,false,10962,11037,10926,10973,7705,7780,7669,7716,103162,79890
2020-05-28,202006,false,11066,11077,10856,10911,7809,7820,7599,7654,142469,79493
2020-05-29,202006,false,10888,10950,10806,10919,7631,7693,7549,7662,115914,80552
2020-06-01,202006,false,10983,11103,10971,11057,7726,7846,7714,7800,105285,84173
2020-06-02,202006,false,11080,11140,11072,11107,7823,7883,7815,7850,83041,82263
2020-06-03,202006,false,11250,11299,11206,11283,7993,8042,7949,8026,109433,84902
2020-06-04,202006,false,11419,11425,11306,11358,8162,8168,8049,8101,109338,80932
2020-06-05,202006,false,11399,11473,11377,11457,8142,8216,8120,8200,85304,84404
2020-06-08,202006,false,11550,11626,11491,11570,8293,8369,8234,8313,107836,81247
2020-06-09,202006,false,11596,11622,11521,11606,8339,8365,8264,8349,90763,83646
2020-06-10,202006,false,11634,11730,11596,11704,8377,8473,8339,8447,95474,84424
2020-06-11,202006,false,11689,11738,11475,11491,8432,8481,8218,8234,144385,83836
2020-06-12,202006,false,11331,11432,11250,11391,8074,8175,7993,8134,138977,75548
2020-06-15,202006,false,11356,11446,11216,11225,8099,8189,7959,7968,162092,49266
2020-06-16,202007,true,11228,11358,11224,11329,8164,8294,8160,8265,43449,72897
2020-06-17,202007,false,11282,11376,11278,11359,8218,8312,8214,8295,57633,79296
2020-06-18,202007,false,11372,11425,11295,11395,8308,8361,8231,8331,115951,81858
2020-06-19,202007,false,11424,11439,11361,11409,8360,8375,8297,8345,94025,81935
2020-06-22,202007,false,11374,11498,11362,11421,8310,8434,8298,8357,114951,87201
2020-06-23,202007,false,11493,11540,11346,11456,8429,8476,8282,8392,140506,87354
2020-06-24,202007,false,11541,11570,11503,11523,8477,8506,8439,8459,90292,87060
2020-06-29,202007,false,11394,11458,11315,11363,8330,8394,8251,8299,126715,85134
2020-06-30,202007,false,11460,11502,11412,11470,8396,8438,8348,8406,84812,85169
2020-07-01,202007,false,11482,11623,11472,11544,8418,8559,8408,8480,102446,89399
2020-07-02,202007,false,11585,11712,11566,11695,8521,8648,8502,8631,92103,92250
2020-07-03,202007,false,11788,11850,11752,11834,8724,8786,8688,8770,92327,91045
2020-07-06,202007,false,11921,12072,11905,12067,8857,9008,8841,9003,107214,92777
2020-07-07,202007,false,12149,12192,11990,12028,9085,9128,8926,8964,134410,88719
2020-07-08,202007,false,12041,12145,12025,12126,8977,9081,8961,9062,103418,88695
2020-07-09,202007,false,12202,12222,12118,12149,9138,9158,9054,9085,112588,85609
2020-07-10,202007,false,12204,12213,11987,11995,9140,9149,8923,8931,140575,77309
2020-07-13,202007,false,12139,12210,12105,12204,9075,9146,9041,9140,116687,55380
2020-07-14,202008,true,11974,12059,11960,12030,9068,9153,9054,9124,47618,67267
2020-07-15,202008,false,12149,12162,12018,12084,9243,9256,9112,9178,65976,75951
2020-07-16,202008,false,12066,12094,11931,12029,9160,9188,9025,9123,133119,79226
2020-07-17,202008,false,12088,12138,12011,12039,9182,9232,9105,9133,112518,80779
2020-07-20,202008,false,12073,12075,11903,12033,9167,9169,8997,9127,121048,81773
2020-07-21,202008,false,12125,12324,12121,12288,9219,9418,9215,9382,123081,89833
2020-07-22,202008,false,12301,12361,12256,12332,9395,9455,9350,9426,95059,87678
2020-07-23,202008,false,12309,12313,12199,12287,9403,9407,9293,9381,122819,87279
2020-07-24,202008,false,12232,12352,12123,12150,9326,9446,9217,9244,172087,87471
2020-07-27,202008,false,12410,12572,12407,12498,9504,9666,9501,9592,140577,84694
2020-07-28,202008,false,12834,12900,12408,12454,9928,9994,9502,9548,245816,84488
2020-07-29,202008,false,12446,12543,12392,12421,9540,9637,9486,9515,138924,86704
2020-07-30,202008,false,12617,12627,12488,12595,9711,9721,9582,9689,126225,85832
2020-07-31,202008,false,12606,12644,12525,12576,9700,9738,9619,9670,130348,87808
2020-08-03,202008,false,12531,12567,12405,12440,9625,9661,9499,9534,134894,92153
2020-08-04,202008,false,12516,12632,12489,12629,9610,9726,9583,9723,111175,92179
2020-08-05,202008,false,12700,12746,12643,12741,9794,9840,9737,9835,106101,90734
2020-08-06,202008,false,12856,12925,12753,12836,9950,10019,9847,9930,141397,89700
2020-08-07,202008,false,12860,12866,12706,12759,9954,9960,9800,9853,114920,89890
2020-08-10,202008,false,12779,12905,12720,12854,9873,9999,9814,9948,109604,89556
2020-08-11,202008,false,12825,12874,12727,12735,9919,9968,9821,9829,106920,88168
2020-08-12,202008,false,12700,12701,12565,12655,9794,9795,9659,9749,131890,82261
2020-08-13,202008,false,12816,12836,12702,12725,9910,9930,9796,9819,113664,77993
2020-08-14,202008,false,12696,12790,12646,12789,9790,9884,9740,9883,105105,70280
2020-08-17,202008,false,12776,12959,12771,12953,9870,10053,9865,10047,126563,54015
2020-08-18,202009,true,12920,12947,12796,12831,10060,10087,9936,9971,42289,66236
2020-08-19,202009,false,12877,12910,12739,12749,10017,10050,9879,9889,71906,79917
2020-08-20,202009,false,12695,12709,12067,12298,9835,9849,9207,9438,237845,90054
2020-08-21,202009,false,12466,12598,12423,12551,9606,9738,9563,9691,134925,87789
2020-08-24,202009,false,12568,12653,12503,12603,9708,9793,9643,9743,103793,87968
2020-08-25,202009,false,12657,12795,12643,12735,9797,9935,9783,9875,111954,90904
2020-08-26,202009,false,12730,12799,12681,12795,9870,9939,9821,9935,86909,88560
2020-08-27,202009,false,12838,12925,12735,12758,9978,10065,9875,9898,126988,85849
2020-08-28,202009,false,12740,12782,12634,12688,9880,9922,9774,9828,138555,86812
2020-08-31,202009,false,12800,12826,12563,12589,9940,9966,9703,9729,142474,90306
2020-09-01,202009,false,12566,12698,12531,12688,9706,9838,9671,9828,114612,89228
2020-09-02,202009,false,12765,12776,12595,12690,9905,9916,9735,9830,127417,85421
2020-09-03,202009,false,12792,12858,12705,12734,9932,9998,9845,9874,130555,86141
2020-09-04,202009,false,12558,12651,12510,12607,9698,9791,9650,9747,130795,86216
2020-09-07,202009,false,12608,12733,12560,12580,9748,9873,9700,9720,137459,84294
2020-09-08,202009,false,12657,12695,12610,12667,9797,9835,9750,9807,110554,86295
2020-09-09,202009,false,12545,12606,12434,12598,9685,9746,9574,9738,153591,88825
2020-09-10,202009,false,12669,12706,12622,12698,9809,9846,9762,9838,111296,87724
2020-09-11,202009,false,12658,12689,12606,12663,9798,9829,9746,9803,114638,77698
2020-09-14,202009,false,12694,12797,12678,12784,9834,9937,9818,9924,127791,61095
2020-09-15,202010,true,12707,12801,12690,12782,9908,10002,9891,9983,44174,74978
2020-09-16,202010,false,12886,12932,12862,12903,10087,10133,10063,10104,62201,86286
2020-09-17,202010,false,12855,12908,12772,12815,10056,10109,9973,10016,119751,91763
2020-09-18,202010,false,12839,12866,12773,12833,10040,10067,9974,10034,95760,93158
2020-09-21,202010,false,12820,12877,12655,12659,10021,10078,9856,9860,140049,100342
2020-09-22,202010,false,12627,12655,12481,12509,9828,9856,9682,9710,130601,101873
2020-09-23,202010,false,12553,12563,12441,12528,9754,9764,9642,9729,117910,99722
2020-09-24,202010,false,12407,12414,12166,12180,9608,9615,9367,9381,171038,101987
2020-09-25,202010,false,12265,12309,12114,12195,9466,9510,9315,9396,128504,97893
2020-09-28,202010,false,12292,12421,12246,12415,9493,9622,9447,9616,94633,101319
2020-09-29,202010,false,12478,12522,12395,12421,9679,9723,9596,9622,103096,100175
2020-09-30,202010,false,12456,12548,12444,12473,9657,9749,9645,9674,107766,97922
2020-10-05,202010,false,12577,12620,12486,12529,9778,9821,9687,9730,93958,95856
2020-10-06,202010,false,12618,12704,12614,12677,9819,9905,9815,9878,99739,98529
2020-10-07,202010,false,12620,12758,12606,12754,9821,9959,9807,9955,89405,96122
2020-10-08,202010,false,12831,12876,12772,12873,10032,10077,9973,10074,99102,95163
2020-10-12,202010,false,12935,12995,12878,12921,10136,10196,10079,10122,106219,94355
2020-10-13,202010,false,12950,12952,12816,12915,10151,10153,10017,10116,99008,94824
2020-10-14,202010,false,12940,12956,12871,12890,10141,10157,10072,10091,82548,93949
2020-10-15,202010,false,12838,12892,12727,12840,10039,10093,9928,10041,130422,89866
2020-10-16,202010,false,12818,12865,12718,12748,10019,10066,9919,9949,116952,80764
2020-10-19,202010,false,12783,12912,12782,12893,9984,10113,9983,10094,127215,59173
2020-10-20,202011,true,12813,12841,12776,12779,10090,10118,10053,10056,44546,78977
2020-10-21,202011,false,12820,12860,12795,12808,10097,10137,10072,10085,52203,86304
2020-10-22,202011,false,12729,12839,12707,12836,10006,10116,9984,10113,100864,93253
2020-10-23,202011,false,12865,12883,12795,12838,10142,10160,10072,10115,78710,91640
2020-10-26,202011,false,12848,12935,12820,12860,10125,10212,10097,10137,90884,95134
2020-10-27,202011,false,12826,12833,12765,12808,10103,10110,10042,10085,82240,96294
2020-10-28,202011,false,12780,12809,12713,12743,10057,10086,9990,10020,88057,97934
2020-10-29,202011,false,12598,12640,12504,12603,9875,9917,9781,9880,119037,98700
2020-10-30,202011,false,12545,12563,12407,12413,9822,9840,9684,9690,121830,101334
2020-11-02,202011,false,12474,12531,12402,12516,9751,9808,9679,9793,97211,99603
2020-11-03,202011,false,12611,12715,12602,12684,9888,9992,9879,9961,90467,102652
2020-11-04,202011,false,12770,12879,12662,12864,10047,10156,9939,10141,149906,101843
2020-11-05,202011,false,12924,12928,12821,12891,10201,10205,10098,10168,90854,102162
2020-11-06,202011,false,12942,12991,12896,12937,10219,10268,10173,10214,100789,104862
2020-11-09,202011,false,13090,13175,13046,13126,10367,10452,10323,10403,117098,107526
2020-11-10,202011,false,13130,13154,13010,13071,10407,10431,10287,10348,110282,102973
2020-11-11,202011,false,13101,13281,13077,13261,10378,10558,10354,10538,109089,105905
2020-11-12,202011,false,13266,13305,13193,13226,10543,10582,10470,10503,93512,98644
2020-11-13,202011,false,13227,13285,13163,13282,10504,10562,10440,10559,90650,93119
2020-11-16,202011,false,13407,13582,13406,13579,10684,10859,10683,10856,132561,66431
2020-11-17,202012,true,13600,13676,13561,13585,10916,10992,10877,10901,48655,83276
2020-11-18,202012,false,13600,13739,13587,13717,10916,11055,10903,11033,66499,96206
2020-11-19,202012,false,13732,13750,13662,13742,11048,11066,10978,11058,95715,97330
2020-11-20,202012,false,13724,13737,13640,13733,11040,11053,10956,11049,85986,95066
2020-11-23,202012,false,13790,13943,13788,13873,11106,11259,11104,11189,115103,93746
2020-11-24,202012,false,13921,13928,13777,13799,11237,11244,11093,11115,89096,92499
2020-11-25,202012,false,13886,13909,13692,13712,11202,11225,11008,11028,123391,93748
2020-11-26,202012,false,13788,13862,13741,13839,11104,11178,11057,11155,97189,96625
2020-11-27,202012,false,13781,13890,13763,13878,11097,11206,11079,11194,94853,95428
2020-11-30,202012,false,13883,13975,13704,13720,11199,11291,11020,11036,134279,97281
2020-12-01,202012,false,13818,13885,13751,13875,11134,11201,11067,11191,91672,98105
2020-12-02,202012,false,13932,13980,13855,13955,11248,11296,11171,11271,110308,96199
2020-12-03,202012,false,13971,14047,13903,13982,11287,11363,11219,11298,125877,92052
2020-12-04,202012,false,14022,14149,14012,14133,11338,11465,11328,11449,110715,95814
2020-12-07,202012,false,14181,14247,14087,14220,11497,11563,11403,11536,125628,90130
2020-12-08,202012,false,14206,14350,14156,14340,11522,11666,11472,11656,111313,89681
2020-12-09,202012,false,14372,14425,14331,14397,11688,11741,11647,11713,96545,88150
2020-12-10,202012,false,14261,14314,14178,14237,11577,11630,11494,11553,126413,84999
2020-12-11,202012,false,14290,14340,14091,14237,11606,11656,11407,11553,159011,79413
2020-12-14,202012,false,14264,14285,14197,14201,11580,11601,11513,11517,120593,57740
2020-12-15,202101,true,14045,14099,13929,13979,11466,11520,11350,11400,45649,78135
2020-12-16,202101,false,14086,14207,14072,14189,11507,11628,11493,11610,51571,87349
2020-12-17,202101,false,14220,14225,14085,14186,11641,11646,11506,11607,116139,90580
2020-12-18,202101,false,14190,14222,14128,14136,11611,11643,11549,11557,89422,92795
2020-12-21,202101,false,14155,14313,14021,14309,11576,11734,11442,11730,135177,96348
2020-12-22,202101,false,14253,14334,14042,14046,11674,11755,11463,11467,136896,92798
2020-12-23,202101,false,14104,14181,14031,14114,11525,11602,11452,11535,115346,90615
2020-12-24,202101,false,14185,14287,14179,14242,11606,11708,11600,11663,106221,92621
2020-12-25,202101,false,14328,14383,14245,14304,11749,11804,11666,11725,88875,91293
2020-12-28,202101,false,14329,14444,14320,14436,11750,11865,11741,11857,82692,97682
2020-12-29,202101,false,14465,14466,14376,14458,11886,11887,11797,11879,80587,93380
2020-12-30,202101,false,14451,14643,14440,14636,11872,12064,11861,12057,97857,97732
2020-12-31,202101,false,14678,14712,14604,14678,12099,12133,12025,12099,96684,95189
2021-01-04,202101,false,14640,14925,14635,14873,12061,12346,12056,12294,137069,96894
2021-01-05,202101,false,14874,14980,14836,14976,12295,12401,12257,12397,110886,96044
2021-01-06,202101,false,15048,15140,14764,14911,12469,12561,12185,12332,233806,93545
2021-01-07,202101,false,15050,15260,15024,15226,12471,12681,12445,12647,151918,96154
2021-01-08,202101,false,15376,15473,15264,15451,12797,12894,12685,12872,158703,95314
2021-01-11,202101,false,15420,15538,15369,15531,12841,12959,12790,12952,139479,95732
2021-01-12,202101,false,15517,15605,15407,15489,12938,13026,12828,12910,175838,96686
2021-01-13,202101,false,15557,15790,15555,15759,12978,13211,12976,13180,154811,99559
2021-01-14,202101,false,15705,15766,15632,15727,13126,13187,13053,13148,121305,96100
2021-01-15,202101,false,15950,16002,15584,15632,13371,13423,13005,13053,231505,85266
2021-01-18,202101,false,15637,15679,15327,15608,13058,13100,12748,13029,200935,66865
2021-01-19,202102,true,15651,15896,15651,15845,13115,13360,13115,13309,47216,63754
2021-01-20,202102,false,15845,15899,15678,15733,13309,13363,13142,13197,93143,77727
2021-01-21,202102,false,15803,16183,15769,16125,13267,13647,13233,13589,231416,81399
2021-01-22,202102,false,16051,16085,15928,15977,13515,13549,13392,13441,161218,84234
2021-01-25,202102,false,15956,16004,15719,15911,13420,13468,13183,13375,168191,85538
2021-01-26,202102,false,15865,15974,15537,15628,13329,13438,13001,13092,230474,85732
2021-01-27,202102,false,15725,15814,15585,15657,13189,13278,13049,13121,184037,83785
2021-01-28,202102,false,15411,15524,15305,15382,12875,12988,12769,12846,202151,83747
2021-01-29,202102,false,15498,15539,15063,15070,12962,13003,12527,12534,206011,81764
2021-02-01,202102,false,15156,15398,15090,15362,12620,12862,12554,12826,164870,79896
2021-02-02,202102,false,15469,15820,15459,15752,12933,13284,12923,13216,177487,77165
2021-02-03,202102,false,15864,15875,15716,15773,13328,13339,13180,13237,145093,67097
2021-02-04,202102,false,15721,15777,15542,15696,13185,13241,13006,13160,179004,49701
2021-02-05,202103,true,15731,15897,15668,15713,13284,13450,13221,13266,31058,58507
2021-02-17,202103,false,16128,16353,16100,16330,13681,13906,13653,13883,67559,72817
2021-02-18,202103,false,16374,16525,16287,16380,13927,14078,13840,13933,152979,78450
2021-02-19,202103,false,16301,16328,16130,16309,13854,13881,13683,13862,152680,77388
2021-02-22,202103,false,16480,16564,16336,16382,14033,14117,13889,13935,151539,79173
2021-02-23,202103,false,16223,16451,16182,16434,13776,14004,13735,13987,136807,81294
2021-02-24,202103,false,16300,16435,16133,16181,13853,13988,13686,13734,180413,81350
2021-02-25,202103,false,16388,16422,16243,16387,13941,13975,13796,13940,135256,78430
2021-02-26,202103,false,16037,16118,15852,15931,13590,13671,13405,13484,197795,83132
2021-03-02,202103,false,16249,16277,15868,15904,13802,13830,13421,13457,146577,83021
2021-03-03,202103,false,16000,16196,15885,16179,13553,13749,13438,13732,153225,80831
2021-03-04,202103,false,16025,16066,15756,15922,13578,13619,13309,13475,198855,78228
2021-03-05,202103,false,15601,15914,15570,15847,13154,13467,13123,13400,168446,78960
2021-03-08,202103,false,15950,16095,15767,15819,13503,13648,13320,13372,175531,78463
2021-03-09,202103,false,15810,15848,15608,15822,13363,13401,13161,13375,171528,77641
2021-03-10,202103,false,15977,15986,15808,15885,13530,13539,13361,13438,136272,74212
2021-03-11,202103,false,15951,16214,15942,16169,13504,13767,13495,13722,135436,75792
2021-03-12,202103,false,16276,16288,16155,16223,13829,13841,13708,13776,116406,67847
2021-03-15,202103,false,16206,16249,16142,16199,13759,13802,13695,13752,125844,49663
2021-03-16,202104,true,16192,16284,16154,16242,13808,13900,13770,13858,38166,64011
2021-03-17,202104,false,16252,16274,16116,16158,13868,13890,13732,13774,57926,77065
2021-03-18,202104,false,16255,16401,16220,16235,13871,14017,13836,13851,138744,81291
2021-03-19,202104,false,16100,16110,15953,16010,13716,13726,13569,13626,149724,82807
2021-03-22,202104,false,16018,16174,15911,16137,13634,13790,13527,13753,134577,81143
2021-03-23,202104,false,16223,16277,16103,16119,13839,13893,13719,13735,117179,81288
2021-03-24,202104,false,16019,16062,15939,15981,13635,13678,13555,13597,131876,82173
2021-03-25,202104,false,15890,16090,15870,16030,13506,13706,13486,13646,136413,80915
2021-03-26,202104,false,16095,16293,16081,16285,13711,13909,13697,13901,123696,85348
2021-03-29,202104,false,16370,16485,16350,16408,13986,14101,13966,14024,112333,82927
2021-03-30,202104,false,16469,16531,16418,16520,14085,14147,14034,14136,100799,83442
2021-03-31,202104,false,16540,16549,16403,16423,14156,14165,14019,14039,104772,80305
2021-04-01,202104,false,16535,16587,16452,16549,14151,14203,14068,14165,115342,77860
2021-04-06,202104,false,16760,16840,16697,16728,14376,14456,14313,14344,103549,78295
2021-04-07,202104,false,16777,16788,16673,16767,14393,14404,14289,14383,93030,75515
2021-04-08,202104,false,16715,16930,16687,16927,14331,14546,14303,14543,111596,78584
2021-04-09,202104,false,16952,16971,16810,16839,14568,14587,14426,14455,103181,74391
2021-04-12,202104,false,16895,16965,16760,16835,14511,14581,14376,14451,113383,73388
2021-04-13,202104,false,16910,17046,16780,16793,14526,14662,14396,14409,150603,73210
2021-04-14,202104,false,16860,16917,16592,16857,14476,14533,14208,14473,185298,68160
2021-04-15,202104,false,16881,17074,16852,17069,14497,14690,14468,14685,132033,69647
2021-04-16,202104,false,17062,17160,16990,17156,14678,14776,14606,14772,127426,67187
2021-04-19,202104,false,17118,17296,17111,17269,14734,14912,14727,14885,124734,47797
2021-04-20,202105,true,17175,17259,17154,17257,14854,14938,14833,14936,29202,57269
2021-04-21,202105,false,17164,17194,17088,17135,14843,14873,14767,14814,57490,67688
2021-04-22,202105,false,17258,17369,17053,17106,14937,15048,14732,14785,189953,73534
2021-04-23,202105,false,17061,17260,17041,17255,14740,14939,14720,14934,122696,75424
2021-04-26,202105,false,17337,17536,17323,17526,15016,15215,15002,15205,128096,79329
2021-04-27,202105,false,17532,17576,17460,17570,15211,15255,15139,15249,120862,79508
2021-04-28,202105,false,17548,17563,17475,17533,15227,15242,15154,15212,101986,78504
2021-04-29,202105,false,17578,17702,17531,17569,15257,15381,15210,15248,150499,77720
2021-05-03,202105,false,17501,17534,17226,17254,15180,15213,14905,14933,184441,81995
2021-05-04,202105,false,17271,17309,16668,16931,14950,14988,14347,14610,243802,82745
2021-05-05,202105,false,16847,17020,16756,16765,14526,14699,14435,14444,157298,80438
2021-05-06,202105,false,16884,17081,16700,16945,14563,14760,14379,14624,197754,78280
2021-05-07,202105,false,17120,17288,17060,17283,14799,14967,14739,14962,142796,78603
2021-05-10,202105,false,17369,17373,17178,17229,15048,15052,14857,14908,126289,77112
2021-05-11,202105,false,16968,16970,16425,16561,14647,14649,14104,14240,245767,77052
2021-05-12,202105,false,16503,16531,15027,15697,14182,14210,12706,13376,366512,71506
2021-05-13,202105,false,15538,15991,15348,15566,13217,13670,13027,13245,234182,70065
2021-05-14,202105,false,15800,16021,15653,15766,13479,13700,13332,13445,218712,63874
2021-05-17,202105,false,15183,15735,15096,15263,12862,13414,12775,12942,275831,41541
