date,contract_month,roll_day,open,high,low,close,adjusted_open,adjusted_high,adjusted_low,adjusted_close,volume,open_interest
2020-03-18,202004,false,9250,9309,8914,8919,5827,5886,5491,5496,127004,93069
2020-03-19,202004,false,8820,8872,8268,8356,5397,5449,4845,4933,307231,104495
2020-03-20,202004,false,8562,9166,8544,9041,5139,5743,5121,5618,266159,97916
2020-03-23,202004,false,8609,8868,8555,8665,5186,5445,5132,5242,180341,102203
2020-03-24,202004,false,8998,9295,8986,9193,5575,5872,5563,5770,179105,93814
2020-03-25,202004,false,9410,9624,9370,9585,5987,6201,5947,6162,209717,84344
2020-03-26,202004,false,9679,9690,9426,9631,6256,6267,6003,6208,190488,81036
2020-03-27,202004,false,9899,9910,9548,9579,6476,6487,6125,6156,187676,80664
2020-03-30,202004,false,9376,9576,9266,9566,5953,6153,5843,6143,164970,82356
2020-03-31,202004,false,9666,9717,9495,9595,6243,6294,6072,6172,142747,83397
2020-04-01,202004,false,9588,9650,9551,9555,6165,6227,6128,6132,116273,83725
2020-04-06,202004,false,9741,9860,9582,9823,6318,6437,6159,6400,146380,82196
2020-04-07,202004,false,9955,10020,9878,9998,6532,6597,6455,6575,137022,81049
2020-04-08,202004,false,9950,10135,9945,10122,6527,6712,6522,6699,130314,80878
2020-04-09,202004,false,10131,10197,10028,10100,6708,6774,6605,6677,135819,80629
2020-04-10,202004,false,10038,10140,10030,10133,6615,6717,6607,6710,74244,79143
2020-04-13,202004,false,10084,10149,10031,10079,6661,6726,6608,6656,124231,57207
2020-04-14,202005,true,10012,10273,10001,10263,6669,6930,6658,6920,46563,61886
2020-04-15,202005,false,10270,10366,10245,10325,6927,7023,6902,6982,54271,69366
2020-04-16,202005,false,10177,10343,10161,10301,6834,7000,6818,6958,117908,74924
2020-04-17,202005,false,10575,10669,10456,10563,7232,7326,7113,7220,159024,74507
2020-04-20,202005,false,10515,10560,10458,10475,7172,7217,7115,7132,95719,76238
2020-04-21,202005,false,10406,10467,10144,10196,7063,7124,6801,6853,185566,84193
2020-04-22,202005,false,10145,10226,10065,10222,6802,6883,6722,6879,140413,81780
2020-04-23,202005,false,10268,10402,10154,10292,6925,7059,6811,6949,167258,80199
2020-04-24,202005,false,10231,10292,10211,10268,6888,6949,6868,6925,104624,80100
2020-04-27,202005,false,10373,10567,10368,10545,7030,7224,7025,7202,123332,83798
2020-04-28,202005,false,10600,10605,10480,10583,7257,7262,7137,7240,110417,82619
2020-04-29,202005,false,10655,10770,10631,10709,7312,7427,7288,7366,114379,84001
2020-04-30,202005,false,10813,10971,10803,10947,7470,7628,7460,7604,115419,82151
2020-05-04,202005,false,10540,10699,10477,10610,7197,7356,7134,7267,133437,79826
2020-05-05,202005,false,10717,10795,10658,10719,7374,7452,7315,7376,110697,79368
2020-05-06,202005,false,10658,10780,10618,10749,7315,7437,7275,7406,123280,79691
2020-05-07,202005,false,10736,10877,10710,10833,7393,7534,7367,7490,116774,81556
2020-05-08,202005,false,10893,10956,10853,10894,7550,7613,7510,7551,106019,81650
2020-05-11,202005,false,10979,11038,10935,10982,7636,7695,7592,7639,93372,81804
2020-05-12,202005,false,10902,10932,10802,10865,7559,7589,7459,7522,117000,80674
2020-05-13,202005,false,10783,10925,10776,10914,7440,7582,7433,7571,103023,80579
2020-05-14,202005,false,10828,10877,10738,10749,7485,7534,7395,7406,128433,79237
2020-05-15,202005,false,10830,10869,10701,10817,7487,7526,7358,7474,135179,68025
2020-05-18,202005,false,10768,10824,10724,10761,7425,7481,7381,7418,134342,47753
2020-05-19,202006,true,10869,10895,10796,10803,7591,7617,7518,7525,35574,64208
2020-05-20,202006,false,10849,10898,10808,10851,7571,7620,7530,7573,57754,75675
2020-05-21,202006,false,10903,11008,10894,10953,7625,7730,7616,7675,116771,80534
2020-05-22,202006,false,10928,10935,10723,10744,7650,7657,7445,7466,137601,82807
2020-05-25,202006,false,10800,10840,10651,10821,7522,7562,7373,7543,120809,78195
2020-05-26,202006,false,10896,11027,10891,10984,7618,7749,7613,7706,106978,82589
2020-05-27,202006,false,10962,11037,10926,10973,7684,7759,7648,7695,103162,79890
2020-05-28,202006,false,11066,11077,10856,10911,7788,7799,7578,7633,142469,79493
2020-05-29,202006,false,10888,10950,10806,10919,7610,7672,7528,7641,115914,80552
2020-06-01,202006,false,10983,11103,10971,11057,7705,7825,7693,7779,105285,84173
2020-06-02,202006,false,11080,11140,11072,11107,7802,7862,7794,7829,83041,82263
2020-06-03,202006,false,11250,11299,11206,11283,7972,8021,7928,8005,109433,84902
2020-06-04,202006,false,11419,11425,11306,11358,8141,8147,8028,8080,109338,80932
2020-06-05,202006,false,11399,11473,11377,11457,8121,8195,8099,8179,85304,84404
2020-06-08,202006,false,11550,11626,11491,11570,8272,8348,8213,8292,107836,81247
2020-06-09,202006,false,11596,11622,11521,11606,8318,8344,8243,8328,90763,83646
2020-06-10,202006,false,11634,11730,11596,11704,8356,8452,8318,8426,95474,84424
2020-06-11,202006,false,11689,11738,11475,11491,8411,8460,8197,8213,144385,83836
2020-06-12,202006,false,11331,11432,11250,11391,8053,8154,7972,8113,138977,75548
2020-06-15,202006,false,11356,11446,11216,11225,8078,8168,7938,7947,162092,49266
2020-06-16,202007,true,11228,11358,11224,11329,8143,8273,8139,8244,43449,72897
2020-06-17,202007,false,11282,11376,11278,11359,8197,8291,8193,8274,57633,79296
2020-06-18,202007,false,11372,11425,11295,11395,8287,8340,8210,8310,115951,81858
2020-06-19,202007,false,11424,11439,11361,11409,8339,8354,8276,8324,94025,81935
2020-06-22,202007,false,11374,11498,11362,11421,8289,8413,8277,8336,114951,87201
2020-06-23,202007,false,11493,11540,11346,11456,8408,8455,8261,8371,140506,87354
2020-06-24,202007,false,11541,11570,11503,11523,8456,8485,8418,8438,90292,87060
2020-06-29,202007,false,11394,11458,11315,11363,8309,8373,8230,8278,126715,85134
2020-06-30,202007,false,11460,11502,11412,11470,8375,8417,8327,8385,84812,85169
2020-07-01,202007,false,11482,11623,11472,11544,8397,8538,8387,8459,102446,89399
2020-07-02,202007,false,11585,11712,11566,11695,8500,8627,8481,8610,92103,92250
2020-07-03,202007,false,11788,11850,11752,11834,8703,8765,8667,8749,92327,91045
2020-07-06,202007,false,11921,12072,11905,12067,8836,8987,8820,8982,107214,92777
2020-07-07,202007,false,12149,12192,11990,12028,9064,9107,8905,8943,134410,88719
2020-07-08,202007,false,12041,12145,12025,12126,8956,9060,8940,9041,103418,88695
2020-07-09,202007,false,12202,12222,12118,12149,9117,9137,9033,9064,112588,85609
2020-07-10,202007,false,12204,12213,11987,11995,9119,9128,8902,8910,140575,77309
2020-07-13,202007,false,12139,12210,12105,12204,9054,9125,9020,9119,116687,55380
2020-07-14,202008,true,11974,12059,11960,12030,9047,9132,9033,9103,47618,67267
2020-07-15,202008,false,12149,12162,12018,12084,9222,9235,9091,9157,65976,75951
2020-07-16,202008,false,12066,12094,11931,12029,9139,9167,9004,9102,133119,79226
2020-07-17,202008,false,12088,12138,12011,12039,9161,9211,9084,9112,112518,80779
2020-07-20,202008,false,12073,12075,11903,12033,9146,9148,8976,9106,121048,81773
2020-07-21,202008,false,12125,12324,12121,12288,9198,9397,9194,9361,123081,89833
2020-07-22,202008,false,12301,12361,12256,12332,9374,9434,9329,9405,95059,87678
2020-07-23,202008,false,12309,12313,12199,12287,9382,9386,9272,9360,122819,87279
2020-07-24,202008,false,12232,12352,12123,12150,9305,9425,9196,9223,172087,87471
2020-07-27,202008,false,12410,12572,12407,12498,9483,9645,9480,9571,140577,84694
2020-07-28,202008,false,12834,12900,12408,12454,9907,9973,9481,9527,245816,84488
2020-07-29,202008,false,12446,12543,12392,12421,9519,9616,9465,9494,138924,86704
2020-07-30,202008,false,12617,12627,12488,12595,9690,9700,9561,9668,126225,85832
2020-07-31,202008,false,12606,12644,12525,12576,9679,9717,9598,9649,130348,87808
2020-08-03,202008,false,12531,12567,12405,12440,9604,9640,9478,9513,134894,92153
2020-08-04,202008,false,12516,12632,12489,12629,9589,9705,9562,9702,111175,92179
2020-08-05,202008,false,12700,12746,12643,12741,9773,9819,9716,9814,106101,90734
2020-08-06,202008,false,12856,12925,12753,12836,9929,9998,9826,9909,141397,89700
2020-08-07,202008,false,12860,12866,12706,12759,9933,9939,9779,9832,114920,89890
2020-08-10,202008,false,12779,12905,12720,12854,9852,9978,9793,9927,109604,89556
2020-08-11,202008,false,12825,12874,12727,12735,9898,9947,9800,9808,106920,88168
2020-08-12,202008,false,12700,12701,12565,12655,9773,9774,9638,9728,131890,82261
2020-08-13,202008,false,12816,12836,12702,12725,9889,9909,9775,9798,113664,77993
2020-08-14,202008,false,12696,12790,12646,12789,9769,9863,9719,9862,105105,70280
2020-08-17,202008,false,12776,12959,12771,12953,9849,10032,9844,10026,126563,54015
2020-08-18,202009,true,12920,12947,12796,12831,10039,10066,9915,9950,42289,66236
2020-08-19,202009,false,12877,12910,12739,12749,9996,10029,9858,9868,71906,79917
2020-08-20,202009,false,12695,12709,12067,12298,9814,9828,9186,9417,237845,90054
2020-08-21,202009,false,12466,12598,12423,12551,9585,9717,9542,9670,134925,87789
2020-08-24,202009,false,12568,12653,12503,12603,9687,9772,9622,9722,103793,87968
2020-08-25,202009,false,12657,12795,12643,12735,9776,9914,9762,9854,111954,90904
2020-08-26,202009,false,12730,12799,12681,12795,9849,9918,9800,9914,86909,88560
2020-08-27,202009,false,12838,12925,12735,12758,9957,10044,9854,9877,126988,85849
2020-08-28,202009,false,12740,12782,12634,12688,9859,9901,9753,9807,138555,86812
2020-08-31,202009,false,12800,12826,12563,12589,9919,9945,9682,9708,142474,90306
2020-09-01,202009,false,12566,12698,12531,12688,9685,9817,9650,9807,114612,89228
2020-09-02,202009,false,12765,12776,12595,12690,9884,9895,9714,9809,127417,85421
2020-09-03,202009,false,12792,12858,12705,12734,9911,9977,9824,9853,130555,86141
2020-09-04,202009,false,12558,12651,12510,12607,9677,9770,9629,9726,130795,86216
2020-09-07,202009,false,12608,12733,12560,12580,9727,9852,9679,9699,137459,84294
2020-09-08,202009,false,12657,12695,12610,12667,9776,9814,9729,9786,110554,86295
2020-09-09,202009,false,12545,12606,12434,12598,9664,9725,9553,9717,153591,88825
2020-09-10,202009,false,12669,12706,12622,12698,9788,9825,9741,9817,111296,87724
2020-09-11,202009,false,12658,12689,12606,12663,9777,9808,9725,9782,114638,77698
2020-09-14,202009,false,12694,12797,12678,12784,9813,9916,9797,9903,127791,61095
2020-09-15,202010,true,12707,12801,12690,12782,9887,9981,9870,9962,44174,74978
2020-09-16,202010,false,12886,12932,12862,12903,10066,10112,10042,10083,62201,86286
2020-09-17,202010,false,12855,12908,12772,12815,10035,10088,9952,9995,119751,91763
2020-09-18,202010,false,12839,12866,12773,12833,10019,10046,9953,10013,95760,93158
2020-09-21,202010,false,12820,12877,12655,12659,10000,10057,9835,9839,140049,100342
2020-09-22,202010,false,12627,12655,12481,12509,9807,9835,9661,9689,130601,101873
2020-09-23,202010,false,12553,12563,12441,12528,9733,9743,9621,9708,117910,99722
2020-09-24,202010,false,12407,12414,12166,12180,9587,9594,9346,9360,171038,101987
2020-09-25,202010,false,12265,12309,12114,12195,9445,9489,9294,9375,128504,97893
2020-09-28,202010,false,12292,12421,12246,12415,9472,9601,9426,9595,94633,101319
2020-09-29,202010,false,12478,12522,12395,12421,9658,9702,9575,9601,103096,100175
2020-09-30,202010,false,12456,12548,12444,12473,9636,9728,9624,9653,107766,97922
2020-10-05,202010,false,12577,12620,12486,12529,9757,9800,9666,9709,93958,95856
2020-10-06,202010,false,12618,12704,12614,12677,9798,9884,9794,9857,99739,98529
2020-10-07,202010,false,12620,12758,12606,12754,9800,9938,9786,9934,89405,96122
2020-10-08,202010,false,12831,12876,12772,12873,10011,10056,9952,10053,99102,95163
2020-10-12,202010,false,12935,12995,12878,12921,10115,10175,10058,10101,106219,94355
2020-10-13,202010,false,12950,12952,12816,12915,10130,10132,9996,10095,99008,94824
2020-10-14,202010,false,12940,12956,12871,12890,10120,10136,10051,10070,82548,93949
2020-10-15,202010,false,12838,12892,12727,12840,10018,10072,9907,10020,130422,89866
2020-10-16,202010,false,12818,12865,12718,12748,9998,10045,9898,9928,116952,80764
2020-10-19,202010,false,12783,12912,12782,12893,9963,10092,9962,10073,127215,59173
2020-10-20,202011,true,12813,12841,12776,12779,10069,10097,10032,10035,44546,78977
2020-10-21,202011,false,12820,12860,12795,12808,10076,10116,10051,10064,52203,86304
2020-10-22,202011,false,12729,12839,12707,12836,9985,10095,9963,10092,100864,93253
2020-10-23,202011,false,12865,12883,12795,12838,10121,10139,10051,10094,78710,91640
2020-10-26,202011,false,12848,12935,12820,12860,10104,10191,10076,10116,90884,95134
2020-10-27,202011,false,12826,12833,12765,12808,10082,10089,10021,10064,82240,96294
2020-10-28,202011,false,12780,12809,12713,12743,10036,10065,9969,9999,88057,97934
2020-10-29,202011,false,12598,12640,12504,12603,9854,9896,9760,9859,119037,98700
2020-10-30,202011,false,12545,12563,12407,12413,9801,9819,9663,9669,121830,101334
2020-11-02,202011,false,12474,12531,12402,12516,9730,9787,9658,9772,97211,99603
2020-11-03,202011,false,12611,12715,12602,12684,9867,9971,9858,9940,90467,102652
2020-11-04,202011,false,12770,12879,12662,12864,10026,10135,9918,10120,149906,101843
2020-11-05,202011,false,12924,12928,12821,12891,10180,10184,10077,10147,90854,102162
2020-11-06,202011,false,12942,12991,12896,12937,10198,10247,10152,10193,100789,104862
2020-11-09,202011,false,13090,13175,13046,13126,10346,10431,10302,10382,117098,107526
2020-11-10,202011,false,13130,13154,13010,13071,10386,10410,10266,10327,110282,102973
2020-11-11,202011,false,13101,13281,13077,13261,10357,10537,10333,10517,109089,105905
2020-11-12,202011,false,13266,13305,13193,13226,10522,10561,10449,10482,93512,98644
2020-11-13,202011,false,13227,13285,13163,13282,10483,10541,10419,10538,90650,93119
2020-11-16,202011,false,13407,13582,13406,13579,10663,10838,10662,10835,132561,66431
2020-11-17,202012,true,13600,13676,13561,13585,10895,10971,10856,10880,48655,83276
2020-11-18,202012,false,13600,13739,13587,13717,10895,11034,10882,11012,66499,96206
2020-11-19,202012,false,13732,13750,13662,13742,11027,11045,10957,11037,95715,97330
2020-11-20,202012,false,13724,13737,13640,13733,11019,11032,10935,11028,85986,95066
2020-11-23,202012,false,13790,13943,13788,13873,11085,11238,11083,11168,115103,93746
2020-11-24,202012,false,13921,13928,13777,13799,11216,11223,11072,11094,89096,92499
2020-11-25,202012,false,13886,13909,13692,13712,11181,11204,10987,11007,123391,93748
2020-11-26,202012,false,13788,13862,13741,13839,11083,11157,11036,11134,97189,96625
2020-11-27,202012,false,13781,13890,13763,13878,11076,11185,11058,11173,94853,95428
2020-11-30,202012,false,13883,13975,13704,13720,11178,11270,10999,11015,134279,97281
2020-12-01,202012,false,13818,13885,13751,13875,11113,11180,11046,11170,91672,98105
2020-12-02,202012,false,13932,13980,13855,13955,11227,11275,11150,11250,110308,96199
2020-12-03,202012,false,13971,14047,13903,13982,11266,11342,11198,11277,125877,92052
2020-12-04,202012,false,14022,14149,14012,14133,11317,11444,11307,11428,110715,95814
2020-12-07,202012,false,14181,14247,14087,14220,11476,11542,11382,11515,125628,90130
2020-12-08,202012,false,14206,14350,14156,14340,11501,11645,11451,11635,111313,89681
2020-12-09,202012,false,14372,14425,14331,14397,11667,11720,11626,11692,96545,88150
2020-12-10,202012,false,14261,14314,14178,14237,11556,11609,11473,11532,126413,84999
2020-12-11,202012,false,14290,14340,14091,14237,11585,11635,11386,11532,159011,79413
2020-12-14,202012,false,14264,14285,14197,14201,11559,11580,11492,11496,120593,57740
2020-12-15,202101,true,14045,14099,13929,13979,11445,11499,11329,11379,45649,78135
2020-12-16,202101,false,14086,14207,14072,14189,11486,11607,11472,11589,51571,87349
2020-12-17,202101,false,14220,14225,14085,14186,11620,11625,11485,11586,116139,90580
2020-12-18,202101,false,14190,14222,14128,14136,11590,11622,11528,11536,89422,92795
2020-12-21,202101,false,14155,14313,14021,14309,11555,11713,11421,11709,135177,96348
2020-12-22,202101,false,14253,14334,14042,14046,11653,11734,11442,11446,136896,92798
2020-12-23,202101,false,14104,14181,14031,14114,11504,11581,11431,11514,115346,90615
2020-12-24,202101,false,14185,14287,14179,14242,11585,11687,11579,11642,106221,92621
2020-12-25,202101,false,14328,14383,14245,14304,11728,11783,11645,11704,88875,91293
2020-12-28,202101,false,14329,14444,14320,14436,11729,11844,11720,11836,82692,97682
2020-12-29,202101,false,14465,14466,14376,14458,11865,11866,11776,11858,80587,93380
2020-12-30,202101,false,14451,14643,14440,14636,11851,12043,11840,12036,97857,97732
2020-12-31,202101,false,14678,14712,14604,14678,12078,12112,12004,12078,96684,95189
2021-01-04,202101,false,14640,14925,14635,14873,12040,12325,12035,12273,137069,96894
2021-01-05,202101,false,14874,14980,14836,14976,12274,12380,12236,12376,110886,96044
2021-01-06,202101,false,15048,15140,14764,14911,12448,12540,12164,12311,233806,93545
2021-01-07,202101,false,15050,15260,15024,15226,12450,12660,12424,12626,151918,96154
2021-01-08,202101,false,15376,15473,15264,15451,12776,12873,12664,12851,158703,95314
2021-01-11,202101,false,15420,15538,15369,15531,12820,12938,12769,12931,139479,95732
2021-01-12,202101,false,15517,15605,15407,15489,12917,13005,12807,12889,175838,96686
2021-01-13,202101,false,15557,15790,15555,15759,12957,13190,12955,13159,154811,99559
2021-01-14,202101,false,15705,15766,15632,15727,13105,13166,13032,13127,121305,96100
2021-01-15,202101,false,15950,16002,15584,15632,13350,13402,12984,13032,231505,85266
2021-01-18,202101,false,15637,15679,15327,15608,13037,13079,12727,13008,200935,66865
2021-01-19,202102,true,15651,15896,15651,15845,13094,13339,13094,13288,47216,63754
2021-01-20,202102,false,15845,15899,15678,15733,13288,13342,13121,13176,93143,77727
2021-01-21,202102,false,15803,16183,15769,16125,13246,13626,13212,13568,231416,81399
2021-01-22,202102,false,16051,16085,15928,15977,13494,13528,13371,13420,161218,84234
2021-01-25,202102,false,15956,16004,15719,15911,13399,13447,13162,13354,168191,85538
2021-01-26,202102,false,15865,15974,15537,15628,13308,13417,12980,13071,230474,85732
2021-01-27,202102,false,15725,15814,15585,15657,13168,13257,13028,13100,184037,83785
2021-01-28,202102,false,15411,15524,15305,15382,12854,12967,12748,12825,202151,83747
2021-01-29,202102,false,15498,15539,15063,15070,12941,12982,12506,12513,206011,81764
2021-02-01,202102,false,15156,15398,15090,15362,12599,12841,12533,12805,164870,79896
2021-02-02,202102,false,15469,15820,15459,15752,12912,13263,12902,13195,177487,77165
2021-02-03,202102,false,15864,15875,15716,15773,13307,13318,13159,13216,145093,67097
2021-02-04,202102,false,15721,15777,15542,15696,13164,13220,12985,13139,179004,49701
2021-02-05,202103,true,15731,15897,15668,15713,13263,13429,13200,13245,31058,58507
2021-02-17,202103,false,16128,16353,16100,16330,13660,13885,13632,13862,67559,72817
2021-02-18,202103,false,16374,16525,16287,16380,13906,14057,13819,13912,152979,78450
2021-02-19,202103,false,16301,16328,16130,16309,13833,13860,13662,13841,152680,77388
2021-02-22,202103,false,16480,16564,16336,16382,14012,14096,13868,13914,151539,79173
2021-02-23,202103,false,16223,16451,16182,16434,13755,13983,13714,13966,136807,81294
2021-02-24,202103,false,16300,16435,16133,16181,13832,13967,13665,13713,180413,81350
2021-02-25,202103,false,16388,16422,16243,16387,13920,13954,13775,13919,135256,78430
2021-02-26,202103,false,16037,16118,15852,15931,13569,13650,13384,13463,197795,83132
2021-03-02,202103,false,16249,16277,15868,15904,13781,13809,13400,13436,146577,83021
2021-03-03,202103,false,16000,16196,15885,16179,13532,13728,13417,13711,153225,80831
2021-03-04,202103,false,16025,16066,15756,15922,13557,13598,13288,13454,198855,78228
2021-03-05,202103,false,15601,15914,15570,15847,13133,13446,13102,13379,168446,78960
2021-03-08,202103,false,15950,16095,15767,15819,13482,13627,13299,13351,175531,78463
2021-03-09,202103,false,15810,15848,15608,15822,13342,13380,13140,13354,171528,77641
2021-03-10,202103,false,15977,15986,15808,15885,13509,13518,13340,13417,136272,74212
2021-03-11,202103,false,15951,16214,15942,16169,13483,13746,13474,13701,135436,75792
2021-03-12,202103,false,16276,16288,16155,16223,13808,13820,13687,13755,116406,67847
2021-03-15,202103,false,16206,16249,16142,16199,13738,13781,13674,13731,125844,49663
2021-03-16,202104,true,16192,16284,16154,16242,13787,13879,13749,13837,38166,64011
2021-03-17,202104,false,16252,16274,16116,16158,13847,13869,13711,13753,57926,77065
2021-03-18,202104,false,16255,16401,16220,16235,13850,13996,13815,13830,138744,81291
2021-03-19,202104,false,16100,16110,15953,16010,13695,13705,13548,13605,149724,82807
2021-03-22,202104,false,16018,16174,15911,16137,13613,13769,13506,13732,134577,81143
2021-03-23,202104,false,16223,16277,16103,16119,13818,13872,13698,13714,117179,81288
2021-03-24,202104,false,16019,16062,15939,15981,13614,13657,13534,13576,131876,82173
2021-03-25,202104,false,15890,16090,15870,16030,13485,13685,13465,13625,136413,80915
2021-03-26,202104,false,16095,16293,16081,16285,13690,13888,13676,13880,123696,85348
2021-03-29,202104,false,16370,16485,16350,16408,13965,14080,13945,14003,112333,82927
2021-03-30,202104,false,16469,16531,16418,16520,14064,14126,14013,14115,100799,83442
2021-03-31,202104,false,16540,16549,16403,16423,14135,14144,13998,14018,104772,80305
2021-04-01,202104,false,16535,16587,16452,16549,14130,14182,14047,14144,115342,77860
2021-04-06,202104,false,16760,16840,16697,16728,14355,14435,14292,14323,103549,78295
2021-04-07,202104,false,16777,16788,16673,16767,14372,14383,14268,14362,93030,75515
2021-04-08,202104,false,16715,16930,16687,16927,14310,14525,14282,14522,111596,78584
2021-04-09,202104,false,16952,16971,16810,16839,14547,14566,14405,14434,103181,74391
2021-04-12,202104,false,16895,16965,16760,16835,14490,14560,14355,14430,113383,73388
2021-04-13,202104,false,16910,17046,16780,16793,14505,14641,14375,14388,150603,73210
2021-04-14,202104,false,16860,16917,16592,16857,14455,14512,14187,14452,185298,68160
2021-04-15,202104,false,16881,17074,16852,17069,14476,14669,14447,14664,132033,69647
2021-04-16,202104,false,17062,17160,16990,17156,14657,14755,14585,14751,127426,67187
2021-04-19,202104,false,17118,17296,17111,17269,14713,14891,14706,14864,124734,47797
2021-04-20,202105,true,17175,17259,17154,17257,14833,14917,14812,14915,29202,57269
2021-04-21,202105,false,17164,17194,17088,17135,14822,14852,14746,14793,57490,67688
2021-04-22,202105,false,17258,17369,17053,17106,14916,15027,14711,14764,189953,73534
2021-04-23,202105,false,17061,17260,17041,17255,14719,14918,14699,14913,122696,75424
2021-04-26,202105,false,17337,17536,17323,17526,14995,15194,14981,15184,128096,79329
2021-04-27,202105,false,17532,17576,17460,17570,15190,15234,15118,15228,120862,79508
2021-04-28,202105,false,17548,17563,17475,17533,15206,15221,15133,15191,101986,78504
2021-04-29,202105,false,17578,17702,17531,17569,15236,15360,15189,15227,150499,77720
2021-05-03,202105,false,17501,17534,17226,17254,15159,15192,14884,14912,184441,81995
2021-05-04,202105,false,17271,17309,16668,16931,14929,14967,14326,14589,243802,82745
2021-05-05,202105,false,16847,17020,16756,16765,14505,14678,14414,14423,157298,80438
2021-05-06,202105,false,16884,17081,16700,16945,14542,14739,14358,14603,197754,78280
2021-05-07,202105,false,17120,17288,17060,17283,14778,14946,14718,14941,142796,78603
2021-05-10,202105,false,17369,17373,17178,17229,15027,15031,14836,14887,126289,77112
2021-05-11,202105,false,16968,16970,16425,16561,14626,14628,14083,14219,245767,77052
2021-05-12,202105,false,16503,16531,15027,15697,14161,14189,12685,13355,366512,71506
2021-05-13,202105,false,15538,15991,15348,15566,13196,13649,13006,13224,234182,70065
2021-05-14,202105,false,15800,16021,15653,15766,13458,13679,13311,13424,218712,63874
2021-05-17,202105,false,15183,15735,15096,15263,12841,13393,12754,12921,275831,41541
