date,daily_points,cumulative_points
2020-05-22,-209,-1025.1542199999994
2020-05-25,77,-948.1542199999994
2020-05-26,163,-785.1542199999994
2020-05-27,-11,-796.1542199999994
2020-05-28,-62,-858.1542199999994
2020-05-29,8,-850.1542199999994
2020-06-01,138,-712.1542199999994
2020-06-02,50,-662.1542199999994
2020-06-03,176,-486.15421999999944
2020-06-04,75,-411.15421999999944
2020-06-05,99,-312.15421999999944
2020-06-08,113,-199.15421999999944
2020-06-09,36,-163.15421999999944
2020-06-10,98,-65.15421999999944
2020-06-11,-213,-278.15421999999944
2020-06-12,-100,-378.15421999999944
2020-06-15,-166,-544.1542199999994
2020-06-16,294.04684,-250.10737999999947
2020-06-17,30,-220.10737999999947
2020-06-18,36,-184.10737999999947
2020-06-19,14,-170.10737999999947
2020-06-22,12,-158.10737999999947
2020-06-23,35,-123.10737999999947
2020-06-24,67,-56.107379999999466
2020-06-29,-160,-216.10737999999947
2020-06-30,107,-109.10737999999947
2020-07-01,74,-35.107379999999466
2020-07-02,151,115.89262000000053
2020-07-03,139,254.89262000000053
2020-07-06,233,487.89262000000053
2020-07-07,-39,448.89262000000053
2020-07-08,98,546.8926200000005
2020-07-09,23,569.8926200000005
2020-07-10,-154,415.89262000000053
2020-07-13,209,624.8926200000005
2020-07-14,-18.9812,605.9114200000006
2020-07-15,54,659.9114200000006
2020-07-16,-55,604.9114200000006
2020-07-17,10,614.9114200000006
2020-07-20,-6,608.9114200000006
2020-07-21,255,863.9114200000006
2020-07-22,44,907.9114200000006
2020-07-23,-45,862.9114200000006
2020-07-24,-137,725.9114200000006
2020-07-27,348,1073.9114200000006
2020-07-28,-44,1029.9114200000006
2020-07-29,-33,996.9114200000006
2020-07-30,174,1170.9114200000006
2020-07-31,-19,1151.9114200000006
2020-08-03,-136,1015.9114200000006
2020-08-04,189,1204.9114200000006
2020-08-05,112,1316.9114200000006
2020-08-06,95,1411.9114200000006
2020-08-07,-77,1334.9114200000006
2020-08-10,95,1429.9114200000006
2020-08-11,-119,1310.9114200000006
2020-08-12,-80,1230.9114200000006
2020-08-13,70,1300.9114200000006
2020-08-14,64,1364.9114200000006
2020-08-17,164,1528.9114200000006
2020-08-18,-79.01324,1449.8981800000006
2020-08-19,-82,1367.8981800000006
2020-08-20,-451,916.8981800000006
2020-08-21,253,1169.8981800000006
2020-08-24,52,1221.8981800000006
2020-08-25,132,1353.8981800000006
2020-08-26,60,1413.8981800000006
2020-08-27,-37,1376.8981800000006
2020-08-28,-70,1306.8981800000006
2020-08-31,-99,1207.8981800000006
2020-09-01,99,1306.8981800000006
2020-09-02,2,1308.8981800000006
2020-09-03,44,1352.8981800000006
2020-09-04,-127,1225.8981800000006
2020-09-07,-27,1198.8981800000006
2020-09-08,87,1285.8981800000006
2020-09-09,-69,1216.8981800000006
2020-09-10,100,1316.8981800000006
2020-09-11,-35,1281.8981800000006
2020-09-14,121,1402.8981800000006
2020-09-15,55.98872,1458.8869000000007
2020-09-16,121,1579.8869000000007
2020-09-17,-88,1491.8869000000007
2020-09-18,18,1509.8869000000007
2020-09-21,-174,1335.8869000000007
2020-09-22,-150,1185.8869000000007
2020-09-23,19,1204.8869000000007
2020-09-24,-348,856.8869000000007
2020-09-25,15,871.8869000000007
2020-09-28,220,1091.8869000000007
2020-09-29,6,1097.8869000000007
2020-09-30,52,1149.8869000000007
2020-10-05,56,1205.8869000000007
2020-10-06,148,1353.8869000000007
2020-10-07,77,1430.8869000000007
2020-10-08,119,1549.8869000000007
2020-10-12,48,1597.8869000000007
2020-10-13,-6,1591.8869000000007
2020-10-14,-25,1566.8869000000007
2020-10-15,-50,1516.8869000000007
2020-10-16,-92,1424.8869000000007
2020-10-19,145,1569.8869000000007
2020-10-20,-41.011160000000004,1528.8757400000006
2020-10-21,29,1557.8757400000006
2020-10-22,28,1585.8757400000006
2020-10-23,2,1587.8757400000006
2020-10-26,22,1609.8757400000006
2020-10-27,-52,1557.8757400000006
2020-10-28,-65,1492.8757400000006
2020-10-29,-140,1352.8757400000006
2020-10-30,-190,1162.8757400000006
2020-11-02,103,1265.8757400000006
2020-11-03,168,1433.8757400000006
2020-11-04,180,1613.8757400000006
2020-11-05,27,1640.8757400000006
2020-11-06,46,1686.8757400000006
2020-11-09,189,1875.8757400000006
2020-11-10,-55,1820.8757400000006
2020-11-11,190,2010.8757400000006
2020-11-12,-35,1975.8757400000006
2020-11-13,56,2031.8757400000006
2020-11-16,297,2328.8757400000004
2020-11-17,41.9566,2370.8323400000004
2020-11-18,132,2502.8323400000004
2020-11-19,25,2527.8323400000004
2020-11-20,-9,2518.8323400000004
2020-11-23,140,2658.8323400000004
2020-11-24,-74,2584.8323400000004
2020-11-25,-87,2497.8323400000004
2020-11-26,127,2624.8323400000004
2020-11-27,39,2663.8323400000004
2020-11-30,-158,2505.8323400000004
2020-12-01,155,2660.8323400000004
2020-12-02,80,2740.8323400000004
2020-12-03,27,2767.8323400000004
2020-12-04,151,2918.8323400000004
2020-12-07,87,3005.8323400000004
2020-12-08,120,3125.8323400000004
2020-12-09,57,3182.8323400000004
2020-12-10,-160,3022.8323400000004
2020-12-11,0,3022.8323400000004
2020-12-14,-36,2986.8323400000004
2020-12-15,-120.05916,2866.7731800000006
2020-12-16,210,3076.7731800000006
2020-12-17,-3,3073.7731800000006
2020-12-18,-50,3023.7731800000006
2020-12-21,173,3196.7731800000006
2020-12-22,-263,2933.7731800000006
2020-12-23,68,3001.7731800000006
2020-12-24,128,3129.7731800000006
2020-12-25,62,3191.7731800000006
2020-12-28,132,3323.7731800000006
2020-12-29,22,3345.7731800000006
2020-12-30,178,3523.7731800000006
2020-12-31,42,3565.7731800000006
2021-01-04,195,3760.7731800000006
2021-01-05,103,3863.7731800000006
2021-01-06,-65,3798.7731800000006
2021-01-07,315,4113.77318
2021-01-08,225,4338.77318
2021-01-11,80,4418.77318
2021-01-12,-42,4376.77318
2021-01-13,270,4646.77318
2021-01-14,-32,4614.77318
2021-01-15,-95,4519.77318
2021-01-18,-24,4495.77318
2021-01-19,276.8662,4772.6393800000005
2021-01-20,-112,4660.6393800000005
2021-01-21,392,5052.6393800000005
2021-01-22,-148,4904.6393800000005
2021-01-25,-66,4838.6393800000005
2021-01-26,-283,4555.6393800000005
2021-01-27,29,4584.6393800000005
2021-01-28,-275,4309.6393800000005
2021-01-29,-312,3997.6393800000005
2021-02-01,292,4289.6393800000005
2021-02-02,390,4679.6393800000005
2021-02-03,21,4700.6393800000005
2021-02-04,-77,4623.6393800000005
2021-02-05,102.87148,4726.51086
2021-02-17,617,5343.51086
2021-02-18,50,5393.51086
2021-02-19,-71,5322.51086
2021-02-22,73,5395.51086
2021-02-23,52,5447.51086
2021-02-24,-253,5194.51086
2021-02-25,206,5400.51086
2021-02-26,-456,4944.51086
2021-03-02,-27,4917.51086
2021-03-03,275,5192.51086
2021-03-04,-257,4935.51086
2021-03-05,-75,4860.51086
2021-03-08,-28,4832.51086
2021-03-09,3,4835.51086
2021-03-10,63,4898.51086
2021-03-11,284,5182.51086
2021-03-12,54,5236.51086
2021-03-15,-24,5212.51086
2021-03-16,102.85032,5315.36118
2021-03-17,-84,5231.36118
2021-03-18,77,5308.36118
2021-03-19,-225,5083.36118
2021-03-22,127,5210.36118
2021-03-23,-18,5192.36118
2021-03-24,-138,5054.36118
2021-03-25,49,5103.36118
2021-03-26,255,5358.36118
2021-03-29,123,5481.36118
2021-03-30,112,5593.36118
2021-03-31,-97,5496.36118
2021-04-01,126,5622.36118
2021-04-06,179,5801.36118
2021-04-07,39,5840.36118
2021-04-08,160,6000.36118
2021-04-09,-88,5912.36118
2021-04-12,-4,5908.36118
2021-04-13,-42,5866.36118
2021-04-14,64,5930.36118
2021-04-15,212,6142.36118
2021-04-16,87,6229.36118
2021-04-19,113,6342.36118
2021-04-20,47.80972,6390.1709
2021-04-21,-122,6268.1709
2021-04-22,-29,6239.1709
2021-04-23,149,6388.1709
2021-04-26,271,6659.1709
2021-04-27,44,6703.1709
2021-04-28,-37,6666.1709
2021-04-29,36,6702.1709
2021-05-03,-315,6387.1709
2021-05-04,-323,6064.1709
2021-05-05,-166,5898.1709
2021-05-06,180,6078.1709
2021-05-07,338,6416.1709
2021-05-10,-54,6362.1709
2021-05-11,-668,5694.1709
2021-05-12,-864,4830.1709
2021-05-13,-131,4699.1709
2021-05-14,200,4899.1709
2021-05-17,-503,4396.1709
2021-05-18,880.85656,5277.02746
2021-05-19,-64,5213.02746
2021-05-20,-48,5165.02746
2021-05-21,285,5450.02746
2021-05-24,32,5482.02746
2021-05-25,293,5775.02746
2021-05-26,30,5805.02746
2021-05-27,-81,5724.02746
2021-05-28,330,6054.02746
2021-05-31,148,6202.02746
2021-06-01,120,6322.02746
2021-06-02,-29,6293.02746
2021-06-03,124,6417.02746
2021-06-04,-123,6294.02746
2021-06-07,-13,6281.02746
2021-06-08,0,6281.02746
2021-06-09,-131,6150.02746
2021-06-10,198,6348.02746
2021-06-11,60,6408.02746
2021-06-15,176.80912,6584.83658
2021-06-16,-33,6551.83658
2021-06-17,56,6607.83658
2021-06-18,-41,6566.83658
2021-06-21,-291,6275.83658
2021-06-22,63,6338.83658
2021-06-23,241,6579.83658
2021-06-24,71,6650.83658
2021-06-25,85,6735.83658
2021-06-28,110,6845.83658
2021-06-29,-3,6842.83658
2021-06-30,182,7024.83658
2021-07-01,-66,6958.83658
2021-07-02,3,6961.83658
2021-07-05,247,7208.83658
2021-07-06,-21,7187.83658
2021-07-07,-49,7138.83658
2021-07-08,-3,7135.83658
2021-07-09,-162,6973.83658
2021-07-12,165,7138.83658
2021-07-13,43,7181.83658
2021-07-14,2,7183.83658
2021-07-15,150,7333.83658
2021-07-16,-97,7236.83658
2021-07-19,-131,7105.83658
2021-07-20,-238.19344,6867.64314
2021-07-21,-61,6806.64314
2021-07-22,131,6937.64314
2021-07-23,0,6937.64314
2021-07-26,-203,6734.64314
2021-07-27,-35,6699.64314
2021-07-28,-203,6496.64314
2021-07-29,362,6858.64314
2021-07-30,-153,6705.64314
2021-08-02,293,6998.64314
2021-08-03,15,7013.64314
2021-08-04,89,7102.64314
2021-08-05,-27,7075.64314
2021-08-06,-105,6970.64314
2021-08-09,-33,6937.64314
2021-08-10,-111,6826.64314
2021-08-11,-125,6701.64314
2021-08-12,-12,6689.64314
2021-08-13,-222,6467.64314
2021-08-16,-162,6305.64314
2021-08-17,-199.15872,6106.48442
2021-08-18,233,6339.48442
2021-08-19,-373,5966.48442
2021-08-20,-140,5826.48442
2021-08-23,491,6317.48442
2021-08-24,102,6419.48442
2021-08-25,181,6600.48442
2021-08-26,31,6631.48442
2021-08-27,179,6810.48442
2021-08-30,163,6973.48442
2021-08-31,120,7093.48442
2021-09-01,19,7112.48442
2021-09-02,-155,6957.48442
2021-09-03,189,7146.48442
2021-09-06,-15,7131.48442
2021-09-07,-69,7062.48442
2021-09-08,-164,6898.48442
2021-09-09,-22,6876.48442
2021-09-10,235,7111.48442
2021-09-13,-32,7079.48442
2021-09-14,17.80384,7097.288259999999
2021-09-15,-76,7021.288259999999
2021-09-16,-81,6940.288259999999
2021-09-17,47,6987.288259999999
2021-09-22,-394,6593.288259999999
2021-09-23,180,6773.288259999999
2021-09-24,168,6941.288259999999
2021-09-27,44,6985.288259999999
2021-09-28,-122,6863.288259999999
2021-09-29,-352,6511.288259999999
2021-09-30,101,6612.288259999999
2021-10-01,-401,6211.288259999999
2021-10-04,-157,6054.288259999999
2021-10-05,34,6088.288259999999
2021-10-06,-33,6055.288259999999
2021-10-07,337,6392.288259999999
2021-10-08,-74,6318.288259999999
2021-10-12,-206,6112.288259999999
2021-10-13,-98,6014.288259999999
2021-10-14,81,6095.288259999999
2021-10-15,378,6473.288259999999
2021-10-18,-59,6414.288259999999
2021-10-19,178.825,6593.113259999999
2021-10-20,12,6605.113259999999
2021-10-21,-72,6533.113259999999
2021-10-22,38,6571.113259999999
2021-10-25,38,6609.113259999999
2021-10-26,153,6762.113259999999
2021-10-27,24,6786.113259999999
2021-10-28,-29,6757.113259999999
2021-10-29,-93,6664.113259999999
2021-11-01,134,6798.113259999999
2021-11-02,-33,6765.113259999999
2021-11-03,44,6809.113259999999
2021-11-04,-18,6791.113259999999
2021-11-05,196,6987.113259999999
2021-11-08,154,7141.113259999999
2021-11-09,128,7269.113259999999
2021-11-10,3,7272.113259999999
2021-11-11,-81,7191.113259999999
2021-11-12,71,7262.113259999999
2021-11-15,120,7382.113259999999
2021-11-16,30.79276,7412.906019999999
2021-11-17,80,7492.906019999999
2021-11-18,98,7590.906019999999
2021-11-19,-7,7583.906019999999
2021-11-22,-16,7567.906019999999
2021-11-23,-177,7390.906019999999
2021-11-24,21,7411.906019999999
2021-11-25,-7,7404.906019999999
2021-11-26,-331,7073.906019999999
2021-11-29,-31,7042.906019999999
2021-11-30,19,7061.906019999999
2021-12-01,254,7315.906019999999
2021-12-02,120,7435.906019999999
2021-12-03,2,7437.906019999999
2021-12-06,-14,7423.906019999999
2021-12-07,103,7526.906019999999
2021-12-08,58,7584.906019999999
2021-12-09,57,7641.906019999999
2021-12-10,-92,7549.906019999999
2021-12-13,-65,7484.906019999999
2021-12-14,-154.20172,7330.704299999999
2021-12-15,55,7385.704299999999
2021-12-16,206,7591.704299999999
2021-12-17,-19,7572.704299999999
2021-12-20,-203,7369.704299999999
2021-12-21,214,7583.704299999999
2021-12-22,36,7619.704299999999
2021-12-23,119,7738.704299999999
2021-12-24,6,7744.704299999999
2021-12-27,113,7857.704299999999
2021-12-28,136,7993.704299999999
2021-12-29,68,8061.704299999999
2021-12-30,-65,7996.704299999999
2022-01-03,63,8059.704299999999
2022-01-04,242,8301.7043
2022-01-05,-34,8267.7043
2022-01-06,-143,8124.704299999999
2022-01-07,-191,7933.704299999999
2022-01-10,114,8047.704299999999
2022-01-11,19,8066.704299999999
2022-01-12,97,8163.704299999999
2022-01-13,49,8212.7043
2022-01-14,-65,8147.704299999999
2022-01-17,148,8295.7043
2022-01-18,-161.23248,8134.47182
2022-01-19,-166,7968.47182
2022-01-20,78,8046.47182
2022-01-21,-328,7718.47182
2022-01-24,61,7779.47182
2022-01-25,-283,7496.47182
2022-01-26,-50,7446.47182
2022-02-07,272,7718.47182
2022-02-08,46,7764.47182
2022-02-09,222,7986.47182
2022-02-10,170,8156.47182
2022-02-11,-61,8095.47182
2022-02-14,-296,7799.47182
2022-02-15,-25.2168,7774.25502
2022-02-16,295,8069.25502
2022-02-17,29,8098.25502
2022-02-18,-17,8081.25502
2022-02-21,-15,8066.25502
2022-02-22,-332,7734.25502
2022-02-23,162,7896.25502
2022-02-24,-529,7367.25502
2022-02-25,97,7464.25502
2022-03-01,302,7766.25502
2022-03-02,-74,7692.25502
2022-03-03,91,7783.25502
2022-03-04,-261,7522.25502
2022-03-07,-610,6912.25502
2022-03-08,-351,6561.25502
2022-03-09,242,6803.25502
2022-03-10,487,7290.25502
2022-03-11,-210,7080.25502
2022-03-14,14,7094.25502
2022-03-15,-358.1732,6736.081819999999
2022-03-16,102,6838.081819999999
2022-03-17,512,7350.081819999999
2022-03-18,-51,7299.081819999999
2022-03-21,98,7397.081819999999
2022-03-22,31,7428.081819999999
2022-03-23,177,7605.081819999999
2022-03-24,-30,7575.081819999999
2022-03-25,-48,7527.081819999999
2022-03-28,-184,7343.081819999999
2022-03-29,109,7452.081819999999
2022-03-30,194,7646.081819999999
2022-03-31,-106,7540.081819999999
2022-04-01,-77,7463.081819999999
2022-04-06,-52,7411.081819999999
2022-04-07,-363,7048.081819999999
2022-04-08,162,7210.081819999999
2022-04-11,-267,6943.081819999999
2022-04-12,-37,6906.081819999999
2022-04-13,316,7222.081819999999
2022-04-14,-21,7201.081819999999
2022-04-15,-315,6886.081819999999
2022-04-18,-96,6790.081819999999
2022-04-19,116.82108,6906.902899999999
2022-04-20,99,7005.902899999999
2022-04-21,54,7059.902899999999
2022-04-22,-134,6925.902899999999
2022-04-25,-420,6505.902899999999
2022-04-26,13,6518.902899999999
2022-04-27,-298,6220.902899999999
2022-04-28,101,6321.902899999999
2022-04-29,193,6514.902899999999
2022-05-03,-109,6405.902899999999
2022-05-04,47,6452.902899999999
2022-05-05,166,6618.902899999999
2022-05-06,-329,6289.902899999999
2022-05-09,-329,5960.902899999999
2022-05-10,11,5971.902899999999
2022-05-11,-31,5940.902899999999
2022-05-12,-377,5563.902899999999
2022-05-13,219,5782.902899999999
2022-05-16,73,5855.902899999999
2022-05-17,149.85884,6005.761739999999
2022-05-18,169,6174.761739999999
2022-05-19,-287,5887.761739999999
2022-05-20,225,6112.761739999999
2022-05-23,7,6119.761739999999
2022-05-24,-217,5902.761739999999
2022-05-25,135,6037.761739999999
2022-05-26,-111,5926.761739999999
2022-05-27,279,6205.761739999999
2022-05-30,330,6535.761739999999
2022-05-31,122,6657.761739999999
2022-06-01,-73,6584.761739999999
2022-06-02,-75,6509.761739999999
2022-06-06,67,6576.761739999999
2022-06-07,-139,6437.761739999999
2022-06-08,180,6617.761739999999
2022-06-09,-64,6553.761739999999
2022-06-10,-103,6450.761739999999
2022-06-13,-424,6026.761739999999
2022-06-14,-1.1239600000000003,6025.637779999999
2022-06-15,-53,5972.637779999999
2022-06-16,-135,5837.637779999999
2022-06-17,-209,5628.637779999999
2022-06-20,-171,5457.637779999999
2022-06-21,315,5772.637779999999
2022-06-22,-331,5441.637779999999
2022-06-23,-76,5365.637779999999
2022-06-24,114,5479.637779999999
2022-06-27,224,5703.637779999999
2022-06-28,-83,5620.637779999999
2022-06-29,-178,5442.637779999999
2022-06-30,-392,5050.637779999999
2022-07-01,-449,4601.637779999999
2022-07-04,-23,4578.637779999999
2022-07-05,57,4635.637779999999
2022-07-06,-330,4305.637779999999
2022-07-07,308,4613.637779999999
2022-07-08,145,4758.637779999999
2022-07-11,-54,4704.637779999999
2022-07-12,-364,4340.637779999999
2022-07-13,367,4707.637779999999
2022-07-14,105,4812.637779999999
2022-07-15,93,4905.637779999999
2022-07-18,168,5073.637779999999
2022-07-19,27.919,5101.556779999999
2022-07-20,87,5188.556779999999
2022-07-21,135,5323.556779999999
2022-07-22,8,5331.556779999999
2022-07-25,38,5369.556779999999
2022-07-26,-86,5283.556779999999
2022-07-27,84,5367.556779999999
2022-07-28,42,5409.556779999999
2022-07-29,107,5516.556779999999
2022-08-01,-70,5446.556779999999
2022-08-02,-225,5221.556779999999
2022-08-03,27,5248.556779999999
2022-08-04,-18,5230.556779999999
2022-08-05,357,5587.556779999999
2022-08-08,-50,5537.556779999999
2022-08-09,55,5592.556779999999
2022-08-10,-138,5454.556779999999
2022-08-11,306,5760.556779999999
2022-08-12,90,5850.556779999999
2022-08-15,111,5961.556779999999
2022-08-16,36.8852,5998.441979999999
2022-08-17,9,6007.441979999999
2022-08-18,-62,5945.441979999999
2022-08-19,37,5982.441979999999
2022-08-22,-175,5807.441979999999
2022-08-23,-151,5656.441979999999
2022-08-24,7,5663.441979999999
2022-08-25,135,5798.441979999999
2022-08-26,71,5869.441979999999
2022-08-29,-421,5448.441979999999
2022-08-30,129,5577.441979999999
2022-08-31,93,5670.441979999999
2022-09-01,-305,5365.441979999999
2022-09-02,-139,5226.441979999999
2022-09-05,15,5241.441979999999
2022-09-06,22,5263.441979999999
2022-09-07,-278,4985.441979999999
2022-09-08,188,5173.441979999999
2022-09-12,252,5425.441979999999
2022-09-13,78,5503.441979999999
2022-09-14,-297,5206.441979999999
2022-09-15,64,5270.441979999999
2022-09-16,-157,5113.441979999999
2022-09-19,-65,5048.441979999999
2022-09-20,134.91888,5183.360859999999
2022-09-21,-117,5066.360859999999
2022-09-22,-172,4894.360859999999
2022-09-23,-121,4773.360859999999
2022-09-26,-356,4417.360859999999
2022-09-27,53,4470.360859999999
2022-09-28,-300,4170.360859999999
2022-09-29,8,4178.360859999999
2022-09-30,-129,4049.360859999999
2022-10-03,-91,3958.360859999999
2022-10-04,290,4248.360859999999
2022-10-05,221,4469.360859999999
2022-10-06,57,4526.360859999999
2022-10-07,-183,4343.360859999999
2022-10-11,-598,3745.360859999999
2022-10-12,-18,3727.360859999999
2022-10-13,-203,3524.360859999999
2022-10-14,299,3823.360859999999
2022-10-17,-190,3633.360859999999
2022-10-18,118.97684,3752.3376999999987
2022-10-19,-117,3635.3376999999987
2022-10-20,-64,3571.3376999999987
2022-10-21,-93,3478.3376999999987
2022-10-24,79,3557.3376999999987
2022-10-25,-199,3358.3376999999987
2022-10-26,56,3414.3376999999987
2022-10-27,215,3629.3376999999987
2022-10-28,-189,3440.3376999999987
2022-10-31,176,3616.3376999999987
2022-11-01,90,3706.3376999999987
2022-11-02,51,3757.3376999999987
2022-11-03,-127,3630.3376999999987
2022-11-04,72,3702.3376999999987
2022-11-07,196,3898.3376999999987
2022-11-08,108,4006.3376999999987
2022-11-09,260,4266.337699999998
2022-11-10,-107,4159.337699999998
2022-11-11,568,4727.337699999998
2022-11-14,71,4798.337699999998
2022-11-15,395.9218,5194.259499999998
2022-11-16,31,5225.259499999998
2022-11-17,25,5250.259499999998
2022-11-18,-46,5204.259499999998
2022-11-21,-34,5170.259499999998
2022-11-22,73,5243.259499999998
2022-11-23,95,5338.259499999998
2022-11-24,175,5513.259499999998
2022-11-25,-64,5449.259499999998
2022-11-28,-236,5213.259499999998
2022-11-29,186,5399.259499999998
2022-11-30,142,5541.259499999998
2022-12-01,178,5719.259499999998
2022-12-02,-96,5623.259499999998
2022-12-05,46,5669.259499999998
2022-12-06,-251,5418.259499999998
2022-12-07,-54,5364.259499999998
2022-12-08,-130,5234.259499999998
2022-12-09,214,5448.259499999998
2022-12-12,-126,5322.259499999998
2022-12-13,-65,5257.259499999998
2022-12-14,192,5449.259499999998
2022-12-15,3,5452.259499999998
2022-12-16,-250,5202.259499999998
2022-12-19,-56,5146.259499999998
2022-12-20,-257.06492,4889.1945799999985
2022-12-21,44,4933.1945799999985
2022-12-22,207,5140.1945799999985
2022-12-23,-185,4955.1945799999985
2022-12-26,54,5009.1945799999985
2022-12-27,62,5071.1945799999985
2022-12-28,-193,4878.1945799999985
2022-12-29,-78,4800.1945799999985
2022-12-30,101,4901.1945799999985
2023-01-03,95,4996.1945799999985
2023-01-04,-21,4975.1945799999985
2023-01-05,80,5055.1945799999985
2023-01-06,77,5132.1945799999985
2023-01-09,399,5531.1945799999985
2023-01-10,45,5576.1945799999985
2023-01-11,-19,5557.1945799999985
2023-01-12,-25,5532.1945799999985
2023-01-13,68,5600.1945799999985
2023-01-16,104,5704.1945799999985
2023-01-17,-16.0964,5688.098179999998
2023-01-30,547,6235.098179999998
2023-01-31,-189,6046.098179999998
2023-02-01,114,6160.098179999998
2023-02-02,198,6358.098179999998
2023-02-03,1,6359.098179999998
2023-02-06,-174,6185.098179999998
2023-02-07,-10,6175.098179999998
2023-02-08,207,6382.098179999998
2023-02-09,-4,6378.098179999998
2023-02-10,-23,6355.098179999998
2023-02-13,-45,6310.098179999998
2023-02-14,122.8742,6432.972379999998
2023-02-15,-279,6153.972379999998
2023-02-16,177,6330.972379999998
2023-02-17,-107,6223.972379999998
2023-02-20,88,6311.972379999998
2023-02-21,4,6315.972379999998
2023-02-22,-153,6162.972379999998
2023-02-23,225,6387.972379999998
2023-02-24,-59,6328.972379999998
2023-03-01,5,6333.972379999998
2023-03-02,-4,6329.972379999998
2023-03-03,73,6402.972379999998
2023-03-06,157,6559.972379999998
2023-03-07,101,6660.972379999998
2023-03-08,-88,6572.972379999998
2023-03-09,-19,6553.972379999998
2023-03-10,-285,6268.972379999998
2023-03-13,38,6306.972379999998
2023-03-14,-168.11152,6138.860859999998
2023-03-15,42,6180.860859999998
2023-03-16,-104,6076.860859999998
2023-03-17,179,6255.860859999998
2023-03-20,-35,6220.860859999998
2023-03-21,85,6305.860859999998
2023-03-22,260,6565.860859999998
2023-03-23,121,6686.860859999998
2023-03-24,81,6767.860859999998
2023-03-27,-88,6679.860859999998
2023-03-28,-140,6539.860859999998
2023-03-29,49,6588.860859999998
2023-03-30,81,6669.860859999998
2023-03-31,45,6714.860859999998
2023-04-06,-102,6612.860859999998
2023-04-07,56,6668.860859999998
2023-04-10,33,6701.860859999998
2023-04-11,73,6774.860859999998
2023-04-12,1,6775.860859999998
2023-04-13,-109,6666.860859999998
2023-04-14,132,6798.860859999998
2023-04-17,22,6820.860859999998
2023-04-18,-82.13488,6738.725979999998
2023-04-19,-94,6644.725979999998
