date,daily_points,cumulative_points
2020-12-08,120,3125.8366200000005
2020-12-09,57,3182.8366200000005
2020-12-10,-160,3022.8366200000005
2020-12-11,0,3022.8366200000005
2020-12-14,-36,2986.8366200000005
2020-12-15,-120.05916,2866.7774600000007
2020-12-16,210,3076.7774600000007
2020-12-17,-3,3073.7774600000007
2020-12-18,-50,3023.7774600000007
2020-12-21,173,3196.7774600000007
2020-12-22,-263,2933.7774600000007
2020-12-23,68,3001.7774600000007
2020-12-24,128,3129.7774600000007
2020-12-25,62,3191.7774600000007
2020-12-28,132,3323.7774600000007
2020-12-29,22,3345.7774600000007
2020-12-30,178,3523.7774600000007
2020-12-31,42,3565.7774600000007
2021-01-04,195,3760.7774600000007
2021-01-05,103,3863.7774600000007
2021-01-06,-65,3798.7774600000007
2021-01-07,315,4113.777460000001
2021-01-08,225,4338.777460000001
2021-01-11,80,4418.777460000001
2021-01-12,-42,4376.777460000001
2021-01-13,270,4646.777460000001
2021-01-14,-32,4614.777460000001
2021-01-15,-95,4519.777460000001
2021-01-18,-24,4495.777460000001
2021-01-19,276.8662,4772.643660000002
2021-01-20,-112,4660.643660000002
2021-01-21,392,5052.643660000002
2021-01-22,-148,4904.643660000002
2021-01-25,-66,4838.643660000002
2021-01-26,-283,4555.643660000002
2021-01-27,29,4584.643660000002
2021-01-28,-275,4309.643660000002
2021-01-29,-312,3997.6436600000015
2021-02-01,292,4289.643660000002
2021-02-02,390,4679.643660000002
2021-02-03,21,4700.643660000002
2021-02-04,-77,4623.643660000002
2021-02-05,102.87148,4726.515140000001
2021-02-17,617,5343.515140000001
2021-02-18,50,5393.515140000001
2021-02-19,-71,5322.515140000001
2021-02-22,73,5395.515140000001
2021-02-23,52,5447.515140000001
2021-02-24,-253,5194.515140000001
2021-02-25,206,5400.515140000001
2021-02-26,-456,4944.515140000001
2021-03-02,-27,4917.515140000001
2021-03-03,275,5192.515140000001
2021-03-04,-257,4935.515140000001
2021-03-05,-75,4860.515140000001
2021-03-08,-28,4832.515140000001
2021-03-09,3,4835.515140000001
2021-03-10,63,4898.515140000001
2021-03-11,284,5182.515140000001
2021-03-12,54,5236.515140000001
2021-03-15,-24,5212.515140000001
2021-03-16,102.85032,5315.365460000001
2021-03-17,-84,5231.365460000001
2021-03-18,77,5308.365460000001
2021-03-19,-225,5083.365460000001
2021-03-22,127,5210.365460000001
2021-03-23,-18,5192.365460000001
2021-03-24,-138,5054.365460000001
2021-03-25,49,5103.365460000001
2021-03-26,255,5358.365460000001
2021-03-29,123,5481.365460000001
2021-03-30,112,5593.365460000001
2021-03-31,-97,5496.365460000001
2021-04-01,126,5622.365460000001
2021-04-06,179,5801.365460000001
2021-04-07,39,5840.365460000001
2021-04-08,160,6000.365460000001
2021-04-09,-88,5912.365460000001
2021-04-12,-4,5908.365460000001
2021-04-13,-42,5866.365460000001
2021-04-14,64,5930.365460000001
2021-04-15,212,6142.365460000001
2021-04-16,87,6229.365460000001
2021-04-19,113,6342.365460000001
2021-04-20,47.80972,6390.175180000001
2021-04-21,-122,6268.175180000001
2021-04-22,-29,6239.175180000001
2021-04-23,149,6388.175180000001
2021-04-26,271,6659.175180000001
2021-04-27,44,6703.175180000001
2021-04-28,-37,6666.175180000001
2021-04-29,36,6702.175180000001
2021-05-03,-315,6387.175180000001
2021-05-04,-323,6064.175180000001
2021-05-05,-166,5898.175180000001
2021-05-06,180,6078.175180000001
2021-05-07,338,6416.175180000001
2021-05-10,-54,6362.175180000001
2021-05-11,-668,5694.175180000001
2021-05-12,-864,4830.175180000001
2021-05-13,-131,4699.175180000001
2021-05-14,200,4899.175180000001
2021-05-17,-503,4396.175180000001
2021-05-18,880.85656,5277.031740000001
2021-05-19,-64,5213.031740000001
2021-05-20,-48,5165.031740000001
2021-05-21,285,5450.031740000001
2021-05-24,32,5482.031740000001
2021-05-25,293,5775.031740000001
2021-05-26,30,5805.031740000001
2021-05-27,-81,5724.031740000001
2021-05-28,330,6054.031740000001
2021-05-31,148,6202.031740000001
2021-06-01,120,6322.031740000001
2021-06-02,-29,6293.031740000001
2021-06-03,124,6417.031740000001
2021-06-04,-123,6294.031740000001
2021-06-07,-13,6281.031740000001
2021-06-08,0,6281.031740000001
2021-06-09,-131,6150.031740000001
2021-06-10,198,6348.031740000001
2021-06-11,60,6408.031740000001
2021-06-15,176.80912,6584.840860000001
2021-06-16,-33,6551.840860000001
2021-06-17,56,6607.840860000001
2021-06-18,-41,6566.840860000001
2021-06-21,-291,6275.840860000001
2021-06-22,63,6338.840860000001
2021-06-23,241,6579.840860000001
2021-06-24,71,6650.840860000001
2021-06-25,85,6735.840860000001
2021-06-28,110,6845.840860000001
2021-06-29,-3,6842.840860000001
2021-06-30,182,7024.840860000001
2021-07-01,-66,6958.840860000001
2021-07-02,3,6961.840860000001
2021-07-05,247,7208.840860000001
2021-07-06,-21,7187.840860000001
2021-07-07,-49,7138.840860000001
2021-07-08,-3,7135.840860000001
2021-07-09,-162,6973.840860000001
2021-07-12,165,7138.840860000001
2021-07-13,43,7181.840860000001
2021-07-14,2,7183.840860000001
2021-07-15,150,7333.840860000001
2021-07-16,-97,7236.840860000001
2021-07-19,-131,7105.840860000001
2021-07-20,-238.19344,6867.647420000001
2021-07-21,-61,6806.647420000001
2021-07-22,131,6937.647420000001
2021-07-23,0,6937.647420000001
2021-07-26,-203,6734.647420000001
2021-07-27,-35,6699.647420000001
2021-07-28,-203,6496.647420000001
2021-07-29,362,6858.647420000001
2021-07-30,-153,6705.647420000001
2021-08-02,293,6998.647420000001
2021-08-03,15,7013.647420000001
2021-08-04,89,7102.647420000001
2021-08-05,-27,7075.647420000001
2021-08-06,-105,6970.647420000001
2021-08-09,-33,6937.647420000001
2021-08-10,-111,6826.647420000001
2021-08-11,-125,6701.647420000001
2021-08-12,-12,6689.647420000001
2021-08-13,-222,6467.647420000001
2021-08-16,-162,6305.647420000001
2021-08-17,-199.15872,6106.488700000001
2021-08-18,233,6339.488700000001
2021-08-19,-373,5966.488700000001
2021-08-20,-140,5826.488700000001
2021-08-23,491,6317.488700000001
2021-08-24,102,6419.488700000001
2021-08-25,181,6600.488700000001
2021-08-26,31,6631.488700000001
2021-08-27,179,6810.488700000001
2021-08-30,163,6973.488700000001
2021-08-31,120,7093.488700000001
2021-09-01,19,7112.488700000001
2021-09-02,-155,6957.488700000001
2021-09-03,189,7146.488700000001
2021-09-06,-15,7131.488700000001
2021-09-07,-69,7062.488700000001
2021-09-08,-164,6898.488700000001
2021-09-09,-22,6876.488700000001
2021-09-10,235,7111.488700000001
2021-09-13,-32,7079.488700000001
2021-09-14,17.80384,7097.29254
2021-09-15,-76,7021.29254
2021-09-16,-81,6940.29254
2021-09-17,47,6987.29254
2021-09-22,-394,6593.29254
2021-09-23,180,6773.29254
2021-09-24,168,6941.29254
2021-09-27,44,6985.29254
2021-09-28,-122,6863.29254
2021-09-29,-352,6511.29254
2021-09-30,101,6612.29254
2021-10-01,-401,6211.29254
2021-10-04,-157,6054.29254
2021-10-05,34,6088.29254
2021-10-06,-33,6055.29254
2021-10-07,337,6392.29254
2021-10-08,-74,6318.29254
2021-10-12,-206,6112.29254
2021-10-13,-98,6014.29254
2021-10-14,81,6095.29254
2021-10-15,378,6473.29254
2021-10-18,-59,6414.29254
2021-10-19,178.825,6593.11754
2021-10-20,12,6605.11754
2021-10-21,-72,6533.11754
2021-10-22,38,6571.11754
2021-10-25,38,6609.11754
2021-10-26,153,6762.11754
2021-10-27,24,6786.11754
2021-10-28,-29,6757.11754
2021-10-29,-93,6664.11754
2021-11-01,134,6798.11754
2021-11-02,-33,6765.11754
2021-11-03,44,6809.11754
2021-11-04,-18,6791.11754
2021-11-05,196,6987.11754
2021-11-08,154,7141.11754
2021-11-09,128,7269.11754
2021-11-10,3,7272.11754
2021-11-11,-81,7191.11754
2021-11-12,71,7262.11754
2021-11-15,120,7382.11754
2021-11-16,30.79276,7412.9103000000005
2021-11-17,80,7492.9103000000005
2021-11-18,98,7590.9103000000005
2021-11-19,-7,7583.9103000000005
2021-11-22,-16,7567.9103000000005
2021-11-23,-177,7390.9103000000005
