date,scenario,equity,net_pnl,return_pct
2020-03-26,aggressive_1.2x_margin,439000,-455462.316,-2.0627822282608697
2020-03-27,aggressive_1.2x_margin,428600,-465862.316,-2.109883677536232
2020-03-30,aggressive_1.2x_margin,426000,-468462.316,-2.1216590398550723
2020-03-31,aggressive_1.2x_margin,431800,-462662.316,-2.0953909239130435
2020-04-01,aggressive_1.2x_margin,423800,-470662.316,-2.1316228079710147
2020-04-06,aggressive_1.2x_margin,477400,-417062.316,-1.8888691847826087
2020-04-07,aggressive_1.2x_margin,512400,-382062.316,-1.7303546920289854
2020-04-08,aggressive_1.2x_margin,537200,-357262.316,-1.6180358514492754
2020-04-09,aggressive_1.2x_margin,532800,-361662.316,-1.6379633876811595
2020-04-10,aggressive_1.2x_margin,539400,-355062.316,-1.6080720833333333
2020-04-13,aggressive_1.2x_margin,528600,-365862.316,-1.6569851268115943
2020-04-14,aggressive_1.2x_margin,580817.896,-313644.42,-1.4204910326086955
2020-04-15,aggressive_1.2x_margin,593217.896,-301244.42,-1.3643316123188405
2020-04-16,aggressive_1.2x_margin,588417.896,-306044.42,-1.3860707427536232
2020-04-17,aggressive_1.2x_margin,640817.896,-253644.41999999998,-1.148751902173913
2020-04-20,aggressive_1.2x_margin,623217.896,-271244.42,-1.2284620471014491
2020-04-21,aggressive_1.2x_margin,567417.896,-327044.42,-1.481179438405797
2020-04-22,aggressive_1.2x_margin,572617.896,-321844.42,-1.4576287137681159
2020-04-23,aggressive_1.2x_margin,586617.896,-307844.42,-1.3942229166666666
2020-04-24,aggressive_1.2x_margin,581817.896,-312644.42,-1.4159620471014491
2020-04-27,aggressive_1.2x_margin,637217.896,-257244.41999999998,-1.16505625
2020-04-28,aggressive_1.2x_margin,644817.896,-249644.41999999998,-1.1306359601449274
2020-04-29,aggressive_1.2x_margin,670017.896,-224444.41999999998,-1.0165055253623188
2020-04-30,aggressive_1.2x_margin,717617.896,-176844.41999999998,-0.8009258152173913
2020-05-04,aggressive_1.2x_margin,650217.896,-244244.41999999998,-1.106179438405797
2020-05-05,aggressive_1.2x_margin,672017.896,-222444.41999999998,-1.007447554347826
2020-05-06,aggressive_1.2x_margin,678017.896,-216444.41999999998,-0.9802736413043478
2020-05-07,aggressive_1.2x_margin,694817.896,-199644.41999999998,-0.9041866847826087
2020-05-08,aggressive_1.2x_margin,707017.896,-187444.41999999998,-0.8489330615942028
2020-05-11,aggressive_1.2x_margin,724617.896,-169844.41999999998,-0.7692229166666666
2020-05-12,aggressive_1.2x_margin,701217.896,-193244.41999999998,-0.8752011775362318
2020-05-13,aggressive_1.2x_margin,711017.896,-183444.41999999998,-0.8308171195652173
2020-05-14,aggressive_1.2x_margin,678017.896,-216444.41999999998,-0.9802736413043478
2020-05-15,aggressive_1.2x_margin,691617.896,-202844.41999999998,-0.918679438405797
2020-05-18,aggressive_1.2x_margin,679832.328,-214629.98799999998,-0.9720561050724636
2020-05-19,aggressive_1.2x_margin,701232.328,-193229.98799999998,-0.8751358152173913
2020-05-20,aggressive_1.2x_margin,710832.328,-183629.98799999998,-0.831657554347826
2020-05-21,aggressive_1.2x_margin,731232.328,-163229.98799999998,-0.7392662499999999
2020-05-22,aggressive_1.2x_margin,689432.328,-205029.98799999998,-0.9285778442028985
2020-05-25,aggressive_1.2x_margin,704832.328,-189629.98799999998,-0.8588314673913042
2020-05-26,aggressive_1.2x_margin,737432.328,-157029.98799999998,-0.7111865398550724
2020-05-27,aggressive_1.2x_margin,735232.328,-159229.98799999998,-0.7211503079710144
2020-05-28,aggressive_1.2x_margin,722832.328,-171629.98799999998,-0.7773097282608695
2020-05-29,aggressive_1.2x_margin,724432.328,-170029.98799999998,-0.7700633514492753
2020-06-01,aggressive_1.2x_margin,752032.328,-142429.98799999998,-0.6450633514492753
2020-06-02,aggressive_1.2x_margin,762032.328,-132429.98799999998,-0.5997734963768115
2020-06-03,aggressive_1.2x_margin,797232.328,-97229.98799999998,-0.44035320652173904
2020-06-04,aggressive_1.2x_margin,812232.328,-82229.98799999998,-0.3724184239130434
2020-06-05,aggressive_1.2x_margin,832032.328,-62429.98799999998,-0.28274451086956515
2020-06-08,aggressive_1.2x_margin,854632.328,-39829.98799999998,-0.18038943840579702
2020-06-09,aggressive_1.2x_margin,861832.328,-32629.987999999983,-0.1477807427536231
2020-06-10,aggressive_1.2x_margin,881432.328,-13029.987999999983,-0.059012626811594124
2020-06-11,aggressive_1.2x_margin,838832.328,-55629.98799999998,-0.25194740942028976
2020-06-12,aggressive_1.2x_margin,818832.328,-75629.98799999998,-0.3425271195652173
2020-06-15,aggressive_1.2x_margin,785632.328,-108829.98799999998,-0.492889438405797
2020-06-16,aggressive_1.2x_margin,844441.696,-50020.61999999998,-0.22654266304347817
2020-06-17,aggressive_1.2x_margin,850441.696,-44020.61999999998,-0.1993687499999999
2020-06-18,aggressive_1.2x_margin,857641.696,-36820.61999999998,-0.166760054347826
2020-06-19,aggressive_1.2x_margin,860441.696,-34020.61999999998,-0.15407889492753615
2020-06-22,aggressive_1.2x_margin,862841.696,-31620.61999999998,-0.14320932971014483
2020-06-23,aggressive_1.2x_margin,869841.696,-24620.61999999998,-0.1115064311594202
2020-06-24,aggressive_1.2x_margin,883241.696,-11220.61999999998,-0.050818025362318754
2020-06-29,aggressive_1.2x_margin,851241.696,-43220.61999999998,-0.1957455615942028
2020-06-30,aggressive_1.2x_margin,872641.696,-21820.61999999998,-0.09882527173913035
2020-07-01,aggressive_1.2x_margin,887441.696,-7020.619999999981,-0.03179628623188397
2020-07-02,aggressive_1.2x_margin,917641.696,23179.38000000002,0.10497907608695661
2020-07-03,aggressive_1.2x_margin,945441.696,50979.38000000002,0.2308848731884059
2020-07-06,aggressive_1.2x_margin,992041.696,97579.38000000002,0.44193559782608705
2020-07-07,aggressive_1.2x_margin,984241.696,89779.38000000002,0.4066095108695653
2020-07-08,aggressive_1.2x_margin,1003841.696,109379.38000000002,0.4953776268115943
2020-07-09,aggressive_1.2x_margin,1008441.696,113979.38000000002,0.5162109601449276
2020-07-10,aggressive_1.2x_margin,977641.696,83179.38000000002,0.3767182065217392
2020-07-13,aggressive_1.2x_margin,1019441.696,124979.38000000002,0.5660298007246378
2020-07-14,aggressive_1.2x_margin,1015645.456,121183.14000000001,0.5488366847826087
2020-07-15,aggressive_1.2x_margin,1026445.456,131983.14,0.5977497282608696
2020-07-16,aggressive_1.2x_margin,1015445.456,120983.14000000001,0.5479308876811595
2020-07-17,aggressive_1.2x_margin,1017445.456,122983.14000000001,0.5569888586956523
2020-07-20,aggressive_1.2x_margin,1016245.456,121783.14000000001,0.5515540760869566
2020-07-21,aggressive_1.2x_margin,1067245.456,172783.14,0.7825323369565218
2020-07-22,aggressive_1.2x_margin,1076045.456,181583.14,0.8223874094202899
2020-07-23,aggressive_1.2x_margin,1067045.456,172583.14,0.7816265398550726
2020-07-24,aggressive_1.2x_margin,1039645.456,145183.14,0.6575323369565218
2020-07-27,aggressive_1.2x_margin,1109245.456,214783.14,0.9727497282608696
2020-07-28,aggressive_1.2x_margin,1100445.456,205983.14,0.9328946557971015
2020-07-29,aggressive_1.2x_margin,1093845.456,199383.14,0.9030033514492755
2020-07-30,aggressive_1.2x_margin,1128645.456,234183.14,1.0606120471014493
2020-07-31,aggressive_1.2x_margin,1124845.456,230383.14,1.0434019021739132
2020-08-03,aggressive_1.2x_margin,1097645.456,203183.14,0.9202134963768117
2020-08-04,aggressive_1.2x_margin,1135445.456,240983.14,1.0914091485507247
2020-08-05,aggressive_1.2x_margin,1157845.456,263383.14,1.1928584239130435
2020-08-06,aggressive_1.2x_margin,1176845.456,282383.14,1.2789091485507247
2020-08-07,aggressive_1.2x_margin,1161445.456,266983.14,1.2091627717391304
2020-08-10,aggressive_1.2x_margin,1180445.456,285983.14,1.2952134963768116
2020-08-11,aggressive_1.2x_margin,1156645.456,262183.14,1.187423641304348
2020-08-12,aggressive_1.2x_margin,1140645.456,246183.14,1.1149598731884058
2020-08-13,aggressive_1.2x_margin,1154645.456,260183.14,1.178365670289855
2020-08-14,aggressive_1.2x_margin,1167445.456,272983.14,1.2363366847826087
2020-08-17,aggressive_1.2x_margin,1200245.456,305783.14,1.3848874094202899
2020-08-18,aggressive_1.2x_margin,1184442.808,289980.492,1.3133174456521741
2020-08-19,aggressive_1.2x_margin,1168042.808,273580.492,1.2390420833333335
2020-08-20,aggressive_1.2x_margin,1077842.808,183380.49200000003,0.8305275905797103
2020-08-21,aggressive_1.2x_margin,1128442.808,233980.49200000003,1.059694257246377
2020-08-24,aggressive_1.2x_margin,1138842.808,244380.49200000003,1.1067957065217393
2020-08-25,aggressive_1.2x_margin,1165242.808,270780.492,1.2263609239130435
2020-08-26,aggressive_1.2x_margin,1177242.808,282780.492,1.28070875
2020-08-27,aggressive_1.2x_margin,1169842.808,275380.492,1.247194257246377
2020-08-28,aggressive_1.2x_margin,1155842.808,261380.49200000003,1.1837884601449276
2020-08-31,aggressive_1.2x_margin,1136042.808,241580.49200000003,1.0941145471014495
2020-09-01,aggressive_1.2x_margin,1155842.808,261380.49200000003,1.1837884601449276
2020-09-02,aggressive_1.2x_margin,1156242.808,261780.49200000003,1.1856000543478262
2020-09-03,aggressive_1.2x_margin,1165042.808,270580.492,1.2254551268115943
2020-09-04,aggressive_1.2x_margin,1139642.808,245180.49200000003,1.1104188949275364
2020-09-07,aggressive_1.2x_margin,1134242.808,239780.49200000003,1.0859623731884058
2020-09-08,aggressive_1.2x_margin,1151642.808,257180.49200000003,1.164766721014493
2020-09-09,aggressive_1.2x_margin,1137842.808,243380.49200000003,1.102266721014493
2020-09-10,aggressive_1.2x_margin,1157842.808,263380.492,1.1928464311594205
2020-09-11,aggressive_1.2x_margin,1150842.808,256380.49200000003,1.1611435326086958
2020-09-14,aggressive_1.2x_margin,1175042.808,280580.492,1.2707449818840582
2020-09-15,aggressive_1.2x_margin,1186240.552,291778.23600000003,1.3214594021739132
2020-09-16,aggressive_1.2x_margin,1210440.552,315978.23600000003,1.4310608514492755
2020-09-17,aggressive_1.2x_margin,1192840.552,298378.23600000003,1.3513507065217394
2020-09-18,aggressive_1.2x_margin,1196440.552,301978.23600000003,1.3676550543478263
2020-09-21,aggressive_1.2x_margin,1161640.552,267178.23600000003,1.2100463586956522
2020-09-22,aggressive_1.2x_margin,1131640.552,237178.23600000003,1.0741767934782611
2020-09-23,aggressive_1.2x_margin,1135440.552,240978.23600000003,1.0913869384057973
2020-09-24,aggressive_1.2x_margin,1065840.552,171378.23600000003,0.7761695471014495
2020-09-25,aggressive_1.2x_margin,1068840.552,174378.23600000003,0.7897565036231886
2020-09-28,aggressive_1.2x_margin,1112840.552,218378.23600000003,0.9890318659420292
2020-09-29,aggressive_1.2x_margin,1114040.552,219578.23600000003,0.9944666485507248
2020-09-30,aggressive_1.2x_margin,1124440.552,229978.23600000003,1.041568097826087
2020-10-05,aggressive_1.2x_margin,1135640.552,241178.23600000003,1.0922927355072465
2020-10-06,aggressive_1.2x_margin,1165240.552,270778.23600000003,1.2263507065217394
2020-10-07,aggressive_1.2x_margin,1180640.552,286178.23600000003,1.2960970833333334
2020-10-08,aggressive_1.2x_margin,1204440.552,309978.23600000003,1.4038869384057973
2020-10-12,aggressive_1.2x_margin,1214040.552,319578.23600000003,1.4473651992753624
2020-10-13,aggressive_1.2x_margin,1212840.552,318378.23600000003,1.4419304166666669
2020-10-14,aggressive_1.2x_margin,1207840.552,313378.23600000003,1.419285489130435
2020-10-15,aggressive_1.2x_margin,1197840.552,303378.23600000003,1.373995634057971
2020-10-16,aggressive_1.2x_margin,1179440.552,284978.23600000003,1.2906623007246378
2020-10-19,aggressive_1.2x_margin,1208440.552,313978.23600000003,1.4220028804347828
2020-10-20,aggressive_1.2x_margin,1200238.3199999998,305776.004,1.3848550905797101
2020-10-21,aggressive_1.2x_margin,1206038.3199999998,311576.004,1.4111232065217392
2020-10-22,aggressive_1.2x_margin,1211638.3199999998,317176.004,1.436485525362319
2020-10-23,aggressive_1.2x_margin,1212038.3199999998,317576.004,1.4382971195652174
2020-10-26,aggressive_1.2x_margin,1216438.3199999998,321976.004,1.4582246557971015
2020-10-27,aggressive_1.2x_margin,1206038.3199999998,311576.004,1.4111232065217392
2020-10-28,aggressive_1.2x_margin,1193038.3199999998,298576.004,1.3522463949275363
2020-10-29,aggressive_1.2x_margin,1165038.3199999998,270576.004,1.2254348007246378
2020-10-30,aggressive_1.2x_margin,1127038.3199999998,232576.00400000002,1.0533333514492755
2020-11-02,aggressive_1.2x_margin,1147638.3199999998,253176.00400000002,1.1466304528985507
2020-11-03,aggressive_1.2x_margin,1181238.3199999998,286776.004,1.298804365942029
2020-11-04,aggressive_1.2x_margin,1217238.3199999998,322776.004,1.4618478442028986
2020-11-05,aggressive_1.2x_margin,1222638.3199999998,328176.004,1.486304365942029
2020-11-06,aggressive_1.2x_margin,1231838.3199999998,337376.004,1.5279710326086957
2020-11-09,aggressive_1.2x_margin,1269638.3199999998,375176.004,1.6991666847826088
2020-11-10,aggressive_1.2x_margin,1258638.3199999998,364176.004,1.6493478442028986
2020-11-11,aggressive_1.2x_margin,1296638.3199999998,402176.004,1.821449293478261
2020-11-12,aggressive_1.2x_margin,1289638.3199999998,395176.004,1.7897463949275363
2020-11-13,aggressive_1.2x_margin,1300838.3199999998,406376.004,1.8404710326086957
2020-11-16,aggressive_1.2x_margin,1360238.3199999998,465776.004,2.1094927717391303
2020-11-17,aggressive_1.2x_margin,1368629.64,474167.324,2.1474969384057974
2020-11-18,aggressive_1.2x_margin,1395029.64,500567.324,2.2670621557971016
2020-11-19,aggressive_1.2x_margin,1400029.64,505567.324,2.2897070833333335
2020-11-20,aggressive_1.2x_margin,1398229.64,503767.324,2.28155490942029
2020-11-23,aggressive_1.2x_margin,1426229.64,531767.324,2.4083665036231885
2020-11-24,aggressive_1.2x_margin,1411429.64,516967.324,2.341337518115942
2020-11-25,aggressive_1.2x_margin,1394029.64,499567.324,2.262533170289855
2020-11-26,aggressive_1.2x_margin,1419429.64,524967.324,2.377569402173913
2020-11-27,aggressive_1.2x_margin,1427229.64,532767.324,2.412895489130435
2020-11-30,aggressive_1.2x_margin,1395629.64,501167.324,2.2697795471014492
2020-12-01,aggressive_1.2x_margin,1426629.64,532167.324,2.410178097826087
2020-12-02,aggressive_1.2x_margin,1442629.64,548167.324,2.4826418659420293
2020-12-03,aggressive_1.2x_margin,1448029.64,553567.324,2.5070983876811597
2020-12-04,aggressive_1.2x_margin,1478229.64,583767.324,2.64387375
2020-12-07,aggressive_1.2x_margin,1495629.64,601167.324,2.722678097826087
2020-12-08,aggressive_1.2x_margin,1519629.64,625167.324,2.83137375
2020-12-09,aggressive_1.2x_margin,1531029.64,636567.324,2.883004184782609
2020-12-10,aggressive_1.2x_margin,1499029.64,604567.324,2.7380766485507246
2020-12-11,aggressive_1.2x_margin,1499029.64,604567.324,2.7380766485507246
2020-12-14,aggressive_1.2x_margin,1491829.64,597367.324,2.705467952898551
2020-12-15,aggressive_1.2x_margin,1467817.808,573355.492,2.596718713768116
2020-12-16,aggressive_1.2x_margin,1509817.808,615355.492,2.7869361050724635
2020-12-17,aggressive_1.2x_margin,1509217.808,614755.492,2.784218713768116
2020-12-18,aggressive_1.2x_margin,1499217.808,604755.492,2.738928858695652
2020-12-21,aggressive_1.2x_margin,1533817.808,639355.492,2.8956317572463766
2020-12-22,aggressive_1.2x_margin,1481217.808,586755.492,2.6574071195652174
2020-12-23,aggressive_1.2x_margin,1494817.808,600355.492,2.719001322463768
2020-12-24,aggressive_1.2x_margin,1520417.808,625955.492,2.834943351449275
2020-12-25,aggressive_1.2x_margin,1532817.808,638355.492,2.8911027717391304
2020-12-28,aggressive_1.2x_margin,1559217.808,664755.492,3.0106679891304347
2020-12-29,aggressive_1.2x_margin,1563617.808,669155.492,3.030595525362319
2020-12-30,aggressive_1.2x_margin,1599217.808,704755.492,3.1918274094202896
2020-12-31,aggressive_1.2x_margin,1607617.808,713155.492,3.2298708876811593
2021-01-04,aggressive_1.2x_margin,1646617.808,752155.492,3.406501322463768
2021-01-05,aggressive_1.2x_margin,1667217.808,772755.492,3.4997984239130435
2021-01-06,aggressive_1.2x_margin,1654217.808,759755.492,3.4409216123188404
2021-01-07,aggressive_1.2x_margin,1717217.808,822755.492,3.7262476992753624
2021-01-08,aggressive_1.2x_margin,1762217.808,867755.492,3.9300520471014493
2021-01-11,aggressive_1.2x_margin,1778217.808,883755.492,4.002515815217391
2021-01-12,aggressive_1.2x_margin,1769817.808,875355.492,3.9644723369565216
2021-01-13,aggressive_1.2x_margin,1823817.808,929355.492,4.209037554347826
2021-01-14,aggressive_1.2x_margin,1817417.808,922955.492,4.180052047101449
2021-01-15,aggressive_1.2x_margin,1798417.808,903955.492,4.094001322463768
2021-01-18,aggressive_1.2x_margin,1793617.808,899155.492,4.072262192028985
2021-01-19,aggressive_1.2x_margin,1848991.048,954528.732,4.323046793478261
2021-01-20,aggressive_1.2x_margin,1826591.048,932128.732,4.221597518115942
2021-01-21,aggressive_1.2x_margin,1904991.048,1010528.732,4.5766699818840575
2021-01-22,aggressive_1.2x_margin,1875391.048,980928.732,4.442612010869565
2021-01-25,aggressive_1.2x_margin,1862191.048,967728.732,4.382829402173913
2021-01-26,aggressive_1.2x_margin,1805591.048,911128.732,4.126488822463768
2021-01-27,aggressive_1.2x_margin,1811391.048,916928.732,4.152756938405797
2021-01-28,aggressive_1.2x_margin,1756391.048,861928.732,3.9036627355072464
2021-01-29,aggressive_1.2x_margin,1693991.048,799528.732,3.621054039855072
2021-02-01,aggressive_1.2x_margin,1752391.048,857928.732,3.8855467934782606
2021-02-02,aggressive_1.2x_margin,1830391.048,935928.732,4.238807663043478
2021-02-03,aggressive_1.2x_margin,1834591.048,940128.732,4.257829402173913
2021-02-04,aggressive_1.2x_margin,1819191.048,924728.732,4.188083025362318
2021-02-05,aggressive_1.2x_margin,1839765.344,945303.0279999999,4.281263713768116
2021-02-17,aggressive_1.2x_margin,1963165.344,1068703.028,4.840140525362319
2021-02-18,aggressive_1.2x_margin,1973165.344,1078703.028,4.885430380434783
2021-02-19,aggressive_1.2x_margin,1958965.344,1064503.028,4.821118786231883
2021-02-22,aggressive_1.2x_margin,1973565.344,1079103.028,4.887241974637681
2021-02-23,aggressive_1.2x_margin,1983965.344,1089503.028,4.9343434239130435
2021-02-24,aggressive_1.2x_margin,1933365.344,1038903.0279999999,4.7051767572463765
2021-02-25,aggressive_1.2x_margin,1974565.344,1080103.028,4.891770960144927
2021-02-26,aggressive_1.2x_margin,1883365.344,988903.0279999999,4.478727481884057
2021-03-02,aggressive_1.2x_margin,1877965.344,983503.0279999999,4.454270960144927
2021-03-03,aggressive_1.2x_margin,1932965.344,1038503.0279999999,4.703365163043478
2021-03-04,aggressive_1.2x_margin,1881565.344,987103.0279999999,4.470575307971014
2021-03-05,aggressive_1.2x_margin,1866565.344,972103.0279999999,4.402640525362319
2021-03-08,aggressive_1.2x_margin,1860965.344,966503.0279999999,4.377278206521739
2021-03-09,aggressive_1.2x_margin,1861565.344,967103.0279999999,4.3799955978260865
2021-03-10,aggressive_1.2x_margin,1874165.344,979703.0279999999,4.437060815217391
2021-03-11,aggressive_1.2x_margin,1930965.344,1036503.0279999999,4.694307192028985
2021-03-12,aggressive_1.2x_margin,1941765.344,1047303.0279999999,4.743220235507246
2021-03-15,aggressive_1.2x_margin,1936965.344,1042503.0279999999,4.721481105072463
2021-03-16,aggressive_1.2x_margin,1957535.408,1063073.092,4.814642626811594
2021-03-17,aggressive_1.2x_margin,1940735.408,1046273.092,4.738555670289855
2021-03-18,aggressive_1.2x_margin,1956135.408,1061673.092,4.808302047101449
2021-03-19,aggressive_1.2x_margin,1911135.408,1016673.092,4.604497699275362
2021-03-22,aggressive_1.2x_margin,1936535.408,1042073.092,4.71953393115942
2021-03-23,aggressive_1.2x_margin,1932935.408,1038473.092,4.703229583333333
2021-03-24,aggressive_1.2x_margin,1905335.408,1010873.092,4.578229583333333
2021-03-25,aggressive_1.2x_margin,1915135.408,1020673.092,4.622613641304348
2021-03-26,aggressive_1.2x_margin,1966135.408,1071673.092,4.853591902173913
2021-03-29,aggressive_1.2x_margin,1990735.408,1096273.092,4.965004945652174
2021-03-30,aggressive_1.2x_margin,2013135.408,1118673.092,5.066454221014492
2021-03-31,aggressive_1.2x_margin,1993735.408,1099273.092,4.978591902173913
2021-04-01,aggressive_1.2x_margin,2018935.408,1124473.092,5.0927223369565215
2021-04-06,aggressive_1.2x_margin,2054735.408,1160273.092,5.2548600181159415
2021-04-07,aggressive_1.2x_margin,2062535.408,1168073.092,5.290186105072464
2021-04-08,aggressive_1.2x_margin,2094535.408,1200073.092,5.435113641304348
2021-04-09,aggressive_1.2x_margin,2076935.408,1182473.092,5.355403496376812
2021-04-12,aggressive_1.2x_margin,2076135.408,1181673.092,5.351780307971015
2021-04-13,aggressive_1.2x_margin,2067735.408,1173273.092,5.313736829710145
2021-04-14,aggressive_1.2x_margin,2080535.408,1186073.092,5.3717078442028985
2021-04-15,aggressive_1.2x_margin,2122935.408,1228473.092,5.563736829710145
2021-04-16,aggressive_1.2x_margin,2140335.408,1245873.092,5.6425411775362315
2021-04-19,aggressive_1.2x_margin,2162935.408,1268473.092,5.74489625
2021-04-20,aggressive_1.2x_margin,2172497.352,1278035.0359999998,5.788202155797101
2021-04-21,aggressive_1.2x_margin,2148097.352,1253635.0359999998,5.677694909420289
2021-04-22,aggressive_1.2x_margin,2142297.352,1247835.0359999998,5.65142679347826
2021-04-23,aggressive_1.2x_margin,2172097.352,1277635.0359999998,5.786390561594202
2021-04-26,aggressive_1.2x_margin,2226297.352,1331835.0359999998,6.031861576086956
2021-04-27,aggressive_1.2x_margin,2235097.352,1340635.0359999998,6.071716648550724
2021-04-28,aggressive_1.2x_margin,2227697.352,1333235.0359999998,6.038202155797101
2021-04-29,aggressive_1.2x_margin,2234897.352,1340435.0359999998,6.0708108514492745
2021-05-03,aggressive_1.2x_margin,2171897.352,1277435.0359999998,5.785484764492753
2021-05-04,aggressive_1.2x_margin,2107297.352,1212835.0359999998,5.492912300724637
2021-05-05,aggressive_1.2x_margin,2074097.352,1179635.0359999998,5.342549981884058
2021-05-06,aggressive_1.2x_margin,2110097.352,1215635.0359999998,5.505593460144927
2021-05-07,aggressive_1.2x_margin,2177697.352,1283235.0359999998,5.811752880434782
2021-05-10,aggressive_1.2x_margin,2166897.352,1272435.0359999998,5.7628398369565215
2021-05-11,aggressive_1.2x_margin,2033297.352,1138835.0359999998,5.157767373188405
2021-05-12,aggressive_1.2x_margin,1860497.352,966035.0359999998,4.3751586775362314
2021-05-13,aggressive_1.2x_margin,1834297.352,939835.0359999998,4.256499257246376
2021-05-14,aggressive_1.2x_margin,1874297.352,979835.0359999998,4.4376586775362314
2021-05-17,aggressive_1.2x_margin,1773697.352,879235.0359999998,3.9820427355072456
2021-05-18,aggressive_1.2x_margin,1949868.6639999999,1055406.3479999998,4.779920054347825
2021-05-19,aggressive_1.2x_margin,1937068.6639999999,1042606.3479999998,4.721949039855072
2021-05-20,aggressive_1.2x_margin,1927468.6639999999,1033006.3479999998,4.678470778985506
2021-05-21,aggressive_1.2x_margin,1984468.6639999999,1090006.3479999998,4.936622952898549
2021-05-24,aggressive_1.2x_margin,1990868.6639999999,1096406.3479999998,4.965608460144926
2021-05-25,aggressive_1.2x_margin,2049468.6639999999,1155006.3479999998,5.231007010869564
2021-05-26,aggressive_1.2x_margin,2055468.6639999999,1161006.3479999998,5.258180923913042
